source,source_id,country,iso,start_date,end_date,deaths,displaced_or_affected,area_km2,latitude,longitude,cause,damage_usd_thousand,severity,match_group_id,notes,source_record_number,canonical_event_id,review_required,review_flags
EM-DAT,1935-0019-CHN,China,CHN,1935-07-01,1935-01-01,142000.0,10030000.0,,,,Flood (General),33000.0,150000.0,,,32,EM-DAT:1935-0019-CHN,True,invalid_date_interval
EM-DAT,2006-0480-BDI,Burundi,BDI,2006-08-26,2006-08-01,,1500.0,,,,Riverine flood,,,,,5983,EM-DAT:2006-0480-BDI,True,invalid_date_interval
EM-DAT,2007-0604-ZWE,Zimbabwe,ZWE,2007-12-13,2007-12-01,3.0,15000.0,,-16.66,31.24,Riverine flood,,13370.0,,,6530,EM-DAT:2007-0604-ZWE,True,invalid_date_interval
EM-DAT,2007-0610-IDN,Indonesia,IDN,2007-12-25,2007-12-01,127.0,269515.0,,-7.54,111.33,Riverine flood,,50690.0,,,6542,EM-DAT:2007-0610-IDN,True,invalid_date_interval
EM-DAT,2015-0412-IDN,Indonesia,IDN,2015-07-15,2015-07-01,,25750.0,,,,Flood (General),,,,,8735,EM-DAT:2015-0412-IDN,True,invalid_date_interval
EM-DAT,2024-0838-CAF,Central African Republic,CAF,2024-08-18,2024-08-01,,2700.0,,,,Flood (General),145000.0,,,,11530,EM-DAT:2024-0838-CAF,True,invalid_date_interval
EM-DAT,2023-0857-COD,Democratic Republic of the Congo,COD,2023-12-26,2023-12-27,40.0,5.0,,,,Flood (General),,,10.0,,11406,match:10.0,True,incompatible_date_intervals;multiple_emdat_event_ids
DFO,DFO-5507,Democratic Republic of the Congo,COD,2023-12-28,2024-01-12,300.0,120000.0,92099.0,,,Heavy rain,,2.0,10.0,,11408,match:10.0,True,incompatible_date_intervals;multiple_emdat_event_ids
EM-DAT,2024-0268-COD,Democratic Republic of the Congo,COD,2024-01-11,2024-01-20,300.0,2190000.0,,,,Flood (General),,,10.0,,11417,match:10.0,True,incompatible_date_intervals;multiple_emdat_event_ids
DFO,DFO-5337,Bosnia and Herzegovina • Croatia,,2022-12-10,2022-12-10,1.0,0.0,5093.0,,,Heavy rain,,1.0,100.0,transboundary (2 countries),11065,match:100.0,True,incompatible_date_intervals
EM-DAT,2022-0825-BIH,Bosnia and Herzegovina,BIH,2022-12-11,2022-12-22,1.0,3000.0,,,,Flood (General),,,100.0,,11069,match:100.0,True,incompatible_date_intervals
EM-DAT,2022-0825-HRV,Croatia,HRV,2022-12-11,2022-12-11,,,,,,Flood (General),,,100.0,,11070,match:100.0,True,incompatible_date_intervals
DFO,DFO-3603,Australia,AUS,2010-02-05,2010-02-07,2.0,0.0,188865.0,,,Heavy rain,,1.0,1003.0,,7224,match:1003.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-3608,Australia,AUS,2010-02-13,2010-02-16,0.0,0.0,311949.0,,,Heavy rain,,2.0,1003.0,,7230,match:1003.0,True,incompatible_date_intervals;multiple_dfo_event_ids
EM-DAT,2010-0066-AUS,Australia,AUS,2010-02-13,2010-02-16,,,,-32.42,149.59,Riverine flood,,311900.0,1003.0,,7231,match:1003.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-3606,Australia,AUS,2010-02-15,2010-02-16,0.0,0.0,20652.0,,,Torrential rain,,2.0,1003.0,,7234,match:1003.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-3586,Australia,AUS,2009-12-25,2009-12-28,0.0,0.0,149318.0,,,Heavy rain,,1.0,1009.0,,7189,match:1009.0,True,incompatible_date_intervals;multiple_dfo_event_ids
EM-DAT,2009-0589-AUS,Australia,AUS,2009-12-25,2009-12-28,,200.0,,-31.17,151.75,Riverine flood,,149300.0,1009.0,,7190,match:1009.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-3590,Australia,AUS,2010-01-01,2010-01-13,0.0,1000.0,301379.0,,,Tropical cyclone,,1.5,1009.0,,7196,match:1009.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-5331,Brazil,BRA,2022-11-28,2022-12-04,4.0,20000.0,571000.0,,,Heavy rain,,2.0,101.0,,11057,match:101.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2022-0783-BRA,Brazil,BRA,2022-11-29,2022-12-04,10.0,3000.0,,,,Flood (General),,,101.0,,11058,match:101.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2022-0793-BRA,Brazil,BRA,2022-11-29,2022-12-04,32.0,17500.0,,,,Flood (General),,,101.0,,11059,match:101.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-5335,Brazil,BRA,2022-12-07,2022-12-07,1.0,0.0,583000.0,,,Heavy rain,,1.5,101.0,,11064,match:101.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3570,Malaysia,MYS,2009-11-10,2009-11-16,0.0,1793.0,14486.0,,,Heavy rain,,1.0,1018.0,,7151,match:1018.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2009-0610-MYS,Malaysia,MYS,2009-11-20,2009-11-27,,9082.0,,4.99,102.36,Riverine flood,,9062.0,1018.0,,7163,match:1018.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3578,Malaysia,MYS,2009-11-21,2009-11-27,0.0,9062.0,37560.0,,,Heavy rain,,1.0,1018.0,,7167,match:1018.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2009-0511-MYS,Malaysia,MYS,2009-11-23,2009-11-26,,1793.0,,5.74,100.96,Riverine flood,,14490.0,1018.0,,7171,match:1018.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-5332,South Africa,ZAF,2022-12-03,2022-12-03,9.0,0.0,11559.0,,,Heavy rain,,1.0,102.0,,11062,match:102.0,True,incompatible_date_intervals
EM-DAT,2022-0788-ZAF,South Africa,ZAF,2022-12-10,2022-12-12,17.0,56177.0,,,,Flash flood,,,102.0,,11066,match:102.0,True,incompatible_date_intervals
EM-DAT,2009-0450-PRY,Paraguay,PRY,2009-09-22,2009-10-23,,12035.0,,-25.1,-56.27,Riverine flood,820.0,163300.0,1026.0,,7111,match:1026.0,True,incompatible_date_intervals
DFO,DFO-3559,Paraguay,PRY,2009-10-26,2009-10-28,0.0,0.0,163341.0,,,Heavy rain,,1.0,1026.0,,7134,match:1026.0,True,incompatible_date_intervals
DFO,DFO-3557,Kenya,KEN,2009-10-20,2009-10-28,0.0,2000.0,197665.0,,,Heavy rain,,1.0,1027.0,,7130,match:1027.0,True,incompatible_date_intervals
EM-DAT,2009-0494-KEN,Kenya,KEN,2009-10-29,2009-11-04,16.0,44850.0,,,,Riverine flood,,,1027.0,,7135,match:1027.0,True,incompatible_date_intervals
DFO,DFO-3545,Viet Nam,VNM,2009-09-25,2009-09-28,17.0,40000.0,47598.0,,,Heavy rain,,1.5,1030.0,,7112,match:1030.0,True,multiple_dfo_event_ids
EM-DAT,2009-0611-VNM,Viet Nam,VNM,2009-09-25,2009-09-28,17.0,40000.0,,15.19,108.02,Riverine flood,,47600.0,1030.0,,7116,match:1030.0,True,multiple_dfo_event_ids
DFO,DFO-3548,Viet Nam,VNM,2009-09-28,2009-10-01,182.0,357000.0,49034.0,,,Tropical storm Ketsana,,2.0,1030.0,,7118,match:1030.0,True,multiple_dfo_event_ids
DFO,DFO-3551,India,IND,2009-09-25,2009-10-12,303.0,0.0,309689.0,,,Heavy rain,,2.0,1031.0,,7114,match:1031.0,True,multiple_emdat_event_ids
EM-DAT,2009-0429-IND,India,IND,2009-09-25,2009-10-12,355.0,4100000.0,,15.71,78.23,Riverine flood,2150000.0,309700.0,1031.0,,7115,match:1031.0,True,multiple_emdat_event_ids
EM-DAT,2009-0443-IND,India,IND,2009-10-09,2009-10-09,20.0,,,,,Riverine flood,,,1031.0,,7128,match:1031.0,True,multiple_emdat_event_ids
DFO,DFO-3538,Mexico,MEX,2009-09-01,2009-09-10,0.0,0.0,34563.0,,,Heavy rain,,1.0,1036.0,,7085,match:1036.0,True,multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2009-0367-MEX,Mexico,MEX,2009-09-01,2009-09-10,4.0,1500.0,,19.5,-99.25,Riverine flood,,34560.0,1036.0,,7086,match:1036.0,True,multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3543,Mexico,MEX,2009-09-10,2009-09-19,0.0,0.0,33561.0,,,Heavy rain,,2.0,1036.0,,7096,match:1036.0,True,multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2009-0377-MEX,Mexico,MEX,2009-09-10,2009-09-19,3.0,18000.0,,,,Riverine flood,,,1036.0,,7098,match:1036.0,True,multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3497,India,IND,2009-07-01,2009-07-06,0.0,500000.0,99877.0,,,Heavy rain,,1.0,1038.0,,7009,match:1038.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2009-0409-IND,India,IND,2009-07-01,2009-09-01,992.0,1886000.0,,,,Riverine flood,220000.0,,1038.0,,7016,match:1038.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3496,India,IND,2009-07-03,2009-07-06,6.0,0.0,128962.0,,,Torrential rain,,1.0,1038.0,,7018,match:1038.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3504,India,IND,2009-07-11,2009-07-17,0.0,0.0,63616.0,,,Heavy rain,,1.0,1038.0,,7027,match:1038.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2009-0303-IND,India,IND,2009-07-29,2009-07-29,11.0,,,,,Flash flood,,,1038.0,,7051,match:1038.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3519,India,IND,2009-08-01,2009-08-04,0.0,3000.0,21199.0,,,Levee failure,,1.5,1038.0,,7054,match:1038.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3529,India,IND,2009-08-15,2009-08-27,14.0,1000000.0,84898.0,,,Dam release and Heavy  Ra,,1.0,1038.0,,7071,match:1038.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3530,India,IND,2009-08-18,2009-08-27,0.0,300000.0,72245.0,,,Monsoon Rain,,1.0,1038.0,,7077,match:1038.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2009-0638-IND,India,IND,2009-08-26,2009-08-28,52.0,,,,,Riverine flood,,,1038.0,,7080,match:1038.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3539,India,IND,2009-09-06,2009-09-10,0.0,37000.0,25504.0,,,Dam release,,2.0,1038.0,,7092,match:1038.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3524,Sierra Leone,SLE,2009-08-09,2009-08-10,7.0,300.0,11893.0,,,Heavy rain,,1.0,1046.0,,7063,match:1046.0,True,incompatible_date_intervals
EM-DAT,2009-0332-SLE,Sierra Leone,SLE,2009-08-13,2009-08-20,103.0,1470.0,,8.57,-12.73,Riverine flood,,,1046.0,,7068,match:1046.0,True,incompatible_date_intervals
EM-DAT,2009-0289-PHL,Philippines,PHL,2009-07-04,2009-08-10,22.0,505102.0,,,,Flash flood,22960.0,,1047.0,,7022,match:1047.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3506,Philippines,PHL,2009-07-16,2009-07-18,5.0,0.0,47244.0,,,Tropical cyclone,,1.0,1047.0,,7033,match:1047.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2009-0267-PHL,Philippines,PHL,2009-07-17,2009-07-17,,920.0,,,,Flash flood,,,1047.0,,7040,match:1047.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3518,Philippines,PHL,2009-07-25,2009-08-04,10.0,200000.0,36975.0,,,Torrential rain,,1.5,1047.0,,7044,match:1047.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2009-0311-PHL,Philippines,PHL,2009-08-05,2009-08-05,,1578.0,,,,Riverine flood,,,1047.0,,7058,match:1047.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3520,Philippines,PHL,2009-08-07,2009-08-08,20.0,173000.0,24557.0,,,Tropical cyclone,,1.5,1047.0,,7059,match:1047.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3514,China,CHN,2009-07-26,2009-08-04,22.0,0.0,201114.0,,,Torrential rain,,1.0,1048.0,,7045,match:1048.0,True,incompatible_date_intervals;multiple_dfo_event_ids
EM-DAT,2009-0613-CHN,China,CHN,2009-07-26,2009-08-04,20.0,38.0,,30.86,101.18,Riverine flood,33000.0,201100.0,1048.0,,7049,match:1048.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-3521,China,CHN,2009-08-07,2009-08-10,0.0,7250.0,30538.0,,,Heavy rain,,1.5,1048.0,,7060,match:1048.0,True,incompatible_date_intervals;multiple_dfo_event_ids
EM-DAT,2022-0746-COD,Democratic Republic of the Congo,COD,2022-11-13,2022-11-16,7.0,176000.0,,,,Flood (General),,,105.0,,11046,match:105.0,True,incompatible_date_intervals;multiple_emdat_event_ids
DFO,DFO-5328,Rwanda • Democratic Republic of the Congo,,2022-11-17,2022-11-23,40.0,0.0,60135.0,,,Heavy rain,,1.5,105.0,transboundary (2 countries),11048,match:105.0,True,incompatible_date_intervals;multiple_emdat_event_ids
EM-DAT,2022-0770-COD,Democratic Republic of the Congo,COD,2022-11-17,2022-11-18,32.0,,,,,Flood (General),,,105.0,,11049,match:105.0,True,incompatible_date_intervals;multiple_emdat_event_ids
EM-DAT,2022-0770-RWA,Rwanda,RWA,2022-11-17,2022-11-18,3.0,,,,,Flood (General),,,105.0,,11050,match:105.0,True,incompatible_date_intervals;multiple_emdat_event_ids
EM-DAT,2009-0262-TUR,Türkiye,TUR,2009-07-10,2009-07-16,7.0,111.0,,41.0,40.04,Riverine flood,,26430.0,1050.0,,7026,match:1050.0,True,incompatible_date_intervals
DFO,DFO-3513,Türkiye,TUR,2009-07-20,2009-07-22,0.0,3000.0,13171.0,,,Torrential rain,,1.0,1050.0,,7043,match:1050.0,True,incompatible_date_intervals
DFO,DFO-3498,China,CHN,2009-07-01,2009-07-06,20.0,700000.0,542052.0,,,Heavy rain,,1.5,1059.0,,7010,match:1059.0,True,multiple_emdat_event_ids
EM-DAT,2009-0227-CHN,China,CHN,2009-07-01,2009-07-01,11.0,,,,,Riverine flood,,,1059.0,,7012,match:1059.0,True,multiple_emdat_event_ids
EM-DAT,2009-0292-CHN,China,CHN,2009-07-01,2009-07-08,90.0,39372000.0,,25.31,112.71,Riverine flood,1000000.0,542100.0,1059.0,,7015,match:1059.0,True,multiple_emdat_event_ids
DFO,DFO-5320,Venezuela (Bolivarian Republic of),VEN,2022-10-25,2022-10-31,3.0,42.0,1198.0,,,Heavy rain,,1.0,106.0,,11034,match:106.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2022-0712-VEN,Venezuela (Bolivarian Republic of),VEN,2022-10-27,2022-11-02,3.0,2000.0,,,,Flood (General),,,106.0,,11035,match:106.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2022-0721-VEN,Venezuela (Bolivarian Republic of),VEN,2022-11-04,2022-11-04,9.0,900.0,,,,Flood (General),,,106.0,,11038,match:106.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-5327,Venezuela (Bolivarian Republic of),VEN,2022-11-08,2022-11-11,4.0,1260.0,22223.0,,,Heavy rain,,1.0,106.0,,11041,match:106.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3464,United States of America • Canada,,2009-03-17,2009-03-19,1.0,330.0,39742.0,,,Heavy rain,,1.0,1069.0,transboundary (2 countries),6945,match:1069.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2009-0106-USA,United States of America,USA,2009-03-24,2009-04-20,2.0,5060.0,,48.25,-97.03,Riverine flood,166000.0,39740.0,1069.0,,6947,match:1069.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3469,United States of America,USA,2009-03-30,2009-03-31,0.0,0.0,82062.0,,,Heavy rain,,1.5,1069.0,,6952,match:1069.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2009-0190-USA,United States of America,USA,2009-04-06,2009-04-09,,1000.0,,30.84,-85.23,Riverine flood,,82060.0,1069.0,,6959,match:1069.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3474,United States of America,USA,2009-04-17,2009-04-27,0.0,20000.0,6813.0,,,Heavy rain,,1.0,1069.0,,6964,match:1069.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3476,United States of America,USA,2009-04-22,2009-05-14,39.0,408000.0,484757.0,,,Heavy rain,,2.0,1069.0,,6969,match:1069.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3478,United States of America,USA,2009-05-03,2009-05-08,47.0,65000.0,16459.0,,,,,1.5,1069.0,,6973,match:1069.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2009-0184-USA,United States of America,USA,2009-05-03,2009-05-10,,900.0,,37.66,-81.28,Riverine flood,,16460.0,1069.0,,6975,match:1069.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3484,United States of America,USA,2009-05-15,2009-05-21,21.0,0.0,13739.0,,,Heavy rain,,1.5,1069.0,,6979,match:1069.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2022-0684-COL,Colombia,COL,2022-08-27,2022-10-18,,167250.0,,,,Flood (General),,,107.0,,10966,match:107.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-5283,Colombia,COL,2022-09-03,2022-09-03,3.0,0.0,10600.0,,,Heavy rain,,1.0,107.0,,10982,match:107.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-5307,Colombia • Nicaragua • Honduras • Guatemala • Costa Rica • El Salvador • Panama,,2022-10-09,2022-10-11,25.0,29000.0,750460.0,,,Tropical cyclone,,1.5,107.0,transboundary (7 countries),11019,match:107.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2022-0699-COL,Colombia,COL,2022-10-19,2022-10-31,26.0,44000.0,,,,Flood (General),,,107.0,,11031,match:107.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-5322,Colombia,COL,2022-10-23,2022-10-30,0.0,140.0,63612.0,,,Heavy rain,,1.5,107.0,,11032,match:107.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3494,Viet Nam,VNM,2009-05-10,2009-07-01,0.0,0.0,69856.0,,,Heavy rain,,1.0,1070.0,,6976,match:1070.0,True,incompatible_date_intervals
EM-DAT,2009-0247-VNM,Viet Nam,VNM,2009-07-03,2009-07-06,20.0,700000.0,,20.67,104.3,Riverine flood,,69860.0,1070.0,,7019,match:1070.0,True,incompatible_date_intervals
EM-DAT,2009-0168-AFG,Afghanistan,AFG,2009-03-25,2009-05-24,39.0,60016.0,,33.07,63.59,Riverine flood,20000.0,88520.0,1071.0,,6948,match:1071.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3471,Afghanistan,AFG,2009-04-01,2009-04-09,0.0,200.0,88517.0,,,Ice jam/break-up,,1.0,1071.0,,6953,match:1071.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2009-0139-AFG,Afghanistan,AFG,2009-04-04,2009-04-15,19.0,2500.0,,,,Flash flood,,,1071.0,,6956,match:1071.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3479,Afghanistan,AFG,2009-05-03,2009-05-10,0.0,0.0,58894.0,,,Heavy rain,,2.0,1071.0,,6974,match:1071.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3477,Philippines,PHL,2009-05-01,2009-06-07,0.0,0.0,21367.0,,,snowmelt,,1.5,1072.0,,6971,match:1072.0,True,multiple_emdat_event_ids
EM-DAT,2009-0194-PHL,Philippines,PHL,2009-05-18,2009-05-18,,34325.0,,,,Flash flood,,,1072.0,,6982,match:1072.0,True,multiple_emdat_event_ids
EM-DAT,2009-0195-PHL,Philippines,PHL,2009-05-18,2009-05-18,,715.0,,,,Riverine flood,,,1072.0,,6983,match:1072.0,True,multiple_emdat_event_ids
DFO,DFO-3465,Indonesia,IDN,2009-03-24,2009-04-20,0.0,5000.0,44401.0,,,Snowmelt and Heavy Rain,,2.0,1076.0,,6946,match:1076.0,True,incompatible_date_intervals;multiple_dfo_event_ids
EM-DAT,2009-0121-IDN,Indonesia,IDN,2009-03-26,2009-03-27,64.0,1600.0,,6.55,106.36,Riverine flood,,19200.0,1076.0,,6949,match:1076.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-3466,Indonesia,IDN,2009-03-30,2009-03-31,0.0,1000.0,19204.0,,,Torrential rain,,1.0,1076.0,,6951,match:1076.0,True,incompatible_date_intervals;multiple_dfo_event_ids
EM-DAT,2009-0092-MOZ,Mozambique,MOZ,2009-02-01,2009-03-01,,6925.0,,,,Riverine flood,,,1078.0,,6916,match:1078.0,True,incompatible_date_intervals
DFO,DFO-3461,Mozambique,MOZ,2009-03-06,2009-03-13,0.0,0.0,29982.0,,,Heavy rain,,1.0,1078.0,,6944,match:1078.0,True,incompatible_date_intervals
EM-DAT,2022-0694-IDN,Indonesia,IDN,2022-10-03,2022-10-21,5.0,203.0,,,,Flood (General),,,108.0,,11011,match:108.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2022-0642-IDN,Indonesia,IDN,2022-10-04,2022-10-09,10.0,40002.0,,,,Flash flood,,,108.0,,11014,match:108.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-5304,Indonesia,IDN,2022-10-06,2022-10-06,3.0,18000.0,4494.0,,,Heavy rain,,1.0,108.0,,11016,match:108.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-5316,Indonesia,IDN,2022-10-08,2022-10-17,5.0,38.0,1440.0,,,Heavy rain,,1.0,108.0,,11018,match:108.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-5318,Indonesia,IDN,2022-10-14,2022-10-17,4.0,0.0,29716.0,,,Heavy rain,,1.0,108.0,,11025,match:108.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-5323,Indonesia,IDN,2022-10-23,2022-11-01,11.0,684.0,90633.0,,,Heavy rain,,1.5,108.0,,11033,match:108.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2022-0736-IDN,Indonesia,IDN,2022-11-07,2022-11-14,3.0,7000.0,,,,Flood (General),,,108.0,,11040,match:108.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2022-0732-IDN,Indonesia,IDN,2022-11-08,2022-11-10,,4580.0,,,,Flood (General),,,108.0,,11042,match:108.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3428,Australia,AUS,2009-01-03,2009-01-13,28.0,200000.0,776848.0,,,Tropical Storm and Heavy Rain,,1.0,1080.0,,6889,match:1080.0,True,incompatible_date_intervals;multiple_dfo_event_ids
EM-DAT,2009-0615-AUS,Australia,AUS,2009-01-13,2009-02-25,7.0,9000.0,,,,Riverine flood,150000.0,,1080.0,,6896,match:1080.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-3439,Australia,AUS,2009-01-22,2009-02-02,0.0,0.0,477523.0,,,Heavy rain,,1.0,1080.0,,6901,match:1080.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-3438,Australia,AUS,2009-01-26,2009-01-27,5.0,200.0,427405.0,,,Heavy rain,,1.0,1080.0,,6906,match:1080.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-3468,Australia,AUS,2009-02-27,2009-04-25,150.0,54000.0,56501.0,,,Heavy rain,,2.0,1080.0,,6935,match:1080.0,True,incompatible_date_intervals;multiple_dfo_event_ids
EM-DAT,2009-0039-SLB,Solomon Islands,SLB,2009-01-29,2009-02-06,21.0,7000.0,,-8.14,-158.66,Riverine flood,,118000.0,1084.0,,6911,match:1084.0,True,incompatible_date_intervals
DFO,DFO-3450,Solomon Islands,SLB,2009-02-09,2009-02-10,0.0,1000.0,117999.0,,,Heavy rain,,1.5,1084.0,,6924,match:1084.0,True,incompatible_date_intervals
EM-DAT,2009-0016-DOM,Dominican Republic,DOM,2009-01-08,2009-01-16,2.0,4565.0,,19.32,-70.14,Riverine flood,44000.0,14540.0,1087.0,,6893,match:1087.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3435,Dominican Republic,DOM,2009-01-23,2009-01-26,11.0,0.0,14542.0,,,Snowmelt,,1.0,1087.0,,6904,match:1087.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-3446,Dominican Republic,DOM,2009-02-01,2009-02-12,24.0,2000.0,15152.0,,,Heavy rain,,1.5,1087.0,,6912,match:1087.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2009-0042-DOM,Dominican Republic,DOM,2009-02-02,2009-02-12,5.0,10000.0,,19.28,-70.08,Riverine flood,8403.0,15150.0,1087.0,,6919,match:1087.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-5308,Viet Nam,VNM,2022-10-10,2022-10-11,1.0,1000.0,8679.0,,,Heavy rain,,1.0,109.0,,11020,match:109.0,True,incompatible_date_intervals;multiple_dfo_event_ids
EM-DAT,2022-0667-VNM,Viet Nam,VNM,2022-10-10,2022-10-11,2.0,10000.0,,,,Flood (General),,,109.0,,11021,match:109.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-5313,Viet Nam,VNM,2022-10-15,2022-10-15,0.0,14000.0,19690.0,,,Heavy rain,,1.0,109.0,,11028,match:109.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-3427,Philippines,PHL,2008-12-28,2009-01-19,25.0,3500.0,36190.0,,,Heavy rain,,1.0,1092.0,,6880,match:1092.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
