source,source_id,country,iso,start_date,end_date,deaths,displaced_or_affected,area_km2,latitude,longitude,cause,damage_usd_thousand,severity,match_group_id,notes,source_record_number,canonical_event_id,review_required,review_flags
EM-DAT,2005-0360-PAK,Pakistan,PAK,2005-06-21,2005-08-05,39.0,460073.0,,,,Riverine flood,,28630.0,1431.0,,5414,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2676,Bangladesh,BGD,2005-06-23,2005-06-30,5.0,70000.0,15322.0,,,Monsoonal rain,,1.0,1431.0,,5415,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2678,India,IND,2005-06-26,2005-06-29,6.0,5000.0,6531.0,,,Heavy rain,,1.0,1431.0,,5419,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0361-IND,India,IND,2005-06-26,2005-06-29,6.0,5000.0,,,,Riverine flood,23000.0,6530.0,1431.0,,5421,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2680,India,IND,2005-06-28,2005-07-15,202.0,500000.0,73781.0,,,Monsoonal rain,,2.0,1431.0,,5423,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0335-IND,India,IND,2005-06-28,2005-07-15,239.0,405000.0,,,,Riverine flood,2300000.0,,1431.0,,5426,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2682,India,IND,2005-06-29,2005-07-03,1.0,140000.0,6803.0,,,Monsoonal rain,,1.0,1431.0,,5429,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2686,India,IND,2005-07-02,2005-07-15,62.0,49000.0,55740.0,,,Monsoonal rain,,1.0,1431.0,,5437,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0398-IND,India,IND,2005-07-02,2005-07-15,62.0,49000.0,,,,Riverine flood,,55740.0,1431.0,,5440,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2689,Pakistan • India,,2005-07-05,2005-08-14,40.0,452000.0,433455.0,,,Monsoonal rain,,1.0,1431.0,transboundary (2 countries),5442,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0746-IND,India,IND,2005-07-05,2005-08-14,10.0,2000.0,,,,Riverine flood,,,1431.0,,5443,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0746-PAK,Pakistan,PAK,2005-07-05,2005-08-14,42.0,58020.0,,,,Riverine flood,,,1431.0,,5444,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2690,India • Bangladesh,,2005-07-07,2005-07-27,40.0,3000000.0,823462.0,,,Monsoonal rain,,1.0,1431.0,transboundary (2 countries),5445,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0375-BGD,Bangladesh,BGD,2005-07-07,2005-07-27,23.0,1000000.0,,,,Riverine flood,,,1431.0,,5447,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0375-IND,India,IND,2005-07-07,2005-07-28,70.0,1908000.0,,,,Riverine flood,,,1431.0,,5448,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0354-IND,India,IND,2005-07-09,2005-07-09,25.0,,,,,Riverine flood,,,1431.0,,5450,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0399-IND,India,IND,2005-07-10,2005-07-10,12.0,10000.0,,,,Riverine flood,,,1431.0,,5454,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2698,India,IND,2005-07-23,2005-08-16,126.0,100000.0,619198.0,,,Monsoonal rain,,1.0,1431.0,,5464,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0370-TJK,Tajikistan,TJK,2005-07-23,2005-07-23,,1890.0,,,,Flash flood,50000.0,,1431.0,,5465,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0504-IND,India,IND,2005-07-23,2005-08-16,126.0,100000.0,,,,Riverine flood,,619200.0,1431.0,,5466,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2697,India,IND,2005-07-24,2005-08-05,987.0,160000.0,35552.0,,,Monsoonal rain,,1.0,1431.0,,5467,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0409-IND,India,IND,2005-07-24,2005-08-05,1200.0,20000055.0,,,,Riverine flood,3330000.0,35550.0,1431.0,,5468,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2700,India,IND,2005-07-30,2005-08-03,8.0,344857.0,11721.0,,,Monsoonal rain,,1.0,1431.0,,5470,match:1431.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0337-ROU,Romania,ROU,2005-07-01,2005-07-06,6.0,39702.0,,,,Riverine flood,,553.0,1433.0,,5435,match:1433.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2687,Romania • Bulgaria,,2005-07-02,2005-07-16,23.0,7000.0,72209.0,,,Heavy rain,,1.0,1433.0,transboundary (2 countries),5438,match:1433.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0338-BGR,Bulgaria,BGR,2005-07-02,2005-07-06,17.0,200.0,,,,Riverine flood,247000.0,280.0,1433.0,,5439,match:1433.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2692,Romania,ROU,2005-07-12,2005-07-28,23.0,13000.0,40037.0,,,Heavy rain,,2.0,1433.0,,5455,match:1433.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0365-ROU,Romania,ROU,2005-07-12,2005-07-28,24.0,14669.0,,,,Riverine flood,800000.0,993.0,1433.0,,5456,match:1433.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-5237,Brazil,BRA,2022-07-02,2022-07-03,0.0,43000.0,132000.0,,,Torrential rain,,1.0,144.0,,10891,match:144.0,True,incompatible_date_intervals
EM-DAT,2022-0409-BRA,Brazil,BRA,2022-07-05,2022-07-06,12.0,67500.0,,,,Flood (General),264000.0,,144.0,,10900,match:144.0,True,incompatible_date_intervals
DFO,DFO-2656,Brazil,BRA,2005-05-24,2005-05-27,5.0,0.0,929.0,,,Torrential rain,,1.0,1441.0,,5372,match:1441.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-2664,Brazil,BRA,2005-06-01,2005-06-04,28.0,31000.0,6052.0,,,Heavy rain,,1.0,1441.0,,5385,match:1441.0,True,incompatible_date_intervals;multiple_dfo_event_ids
EM-DAT,2005-0296-BRA,Brazil,BRA,2005-06-01,2005-06-04,28.0,31000.0,,,,Riverine flood,,6050.0,1441.0,,5386,match:1441.0,True,incompatible_date_intervals;multiple_dfo_event_ids
EM-DAT,2005-0215-KEN,Kenya,KEN,2005-04-23,2005-04-26,1.0,25000.0,,,,Flash flood,500.0,,1447.0,,5349,match:1447.0,True,incompatible_date_intervals;multiple_emdat_event_ids
DFO,DFO-2652,Kenya • Uganda,,2005-05-03,2005-06-03,4.0,40000.0,443212.0,,,Heavy rain,,2.0,1447.0,transboundary (2 countries),5357,match:1447.0,True,incompatible_date_intervals;multiple_emdat_event_ids
EM-DAT,2005-0260-KEN,Kenya,KEN,2005-05-18,2005-05-24,5.0,10000.0,,,,Flash flood,,,1447.0,,5369,match:1447.0,True,incompatible_date_intervals;multiple_emdat_event_ids
DFO,DFO-2649,Ethiopia • Somalia,,2005-04-23,2005-06-14,177.0,260000.0,336115.0,,,Heavy rain,,2.0,1449.0,transboundary (2 countries),5347,match:1449.0,True,incompatible_date_intervals;multiple_emdat_event_ids
EM-DAT,2005-0215-ETH,Ethiopia,ETH,2005-04-23,2005-04-26,156.0,235418.0,,,,Flash flood,5000.0,,1449.0,,5348,match:1449.0,True,incompatible_date_intervals;multiple_emdat_event_ids
EM-DAT,2005-0215-SOM,Somalia,SOM,2005-04-23,2005-06-14,5.0,5020.0,,,,Flash flood,20.0,,1449.0,,5350,match:1449.0,True,incompatible_date_intervals;multiple_emdat_event_ids
EM-DAT,2005-0258-ETH,Ethiopia,ETH,2005-05-20,2005-05-22,42.0,,,,,Flash flood,1200.0,,1449.0,,5371,match:1449.0,True,incompatible_date_intervals;multiple_emdat_event_ids
EM-DAT,2005-0309-SOM,Somalia,SOM,2005-06-04,2005-06-05,7.0,2500.0,,,,Flash flood,,,1449.0,,5388,match:1449.0,True,incompatible_date_intervals;multiple_emdat_event_ids
DFO,DFO-2632,Afghanistan,AFG,2005-03-05,2005-04-05,26.0,5000.0,275340.0,,,Heavy rain,,1.0,1454.0,,5314,match:1454.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0101-AFG,Afghanistan,AFG,2005-03-05,2005-04-05,3.0,1500.0,,,,Riverine flood,,46050.0,1454.0,,5315,match:1454.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0169-AFG,Afghanistan,AFG,2005-03-05,2005-03-25,200.0,11003.0,,,,Riverine flood,,275300.0,1454.0,,5316,match:1454.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2639,Afghanistan,AFG,2005-03-15,2005-03-18,2.0,0.0,89539.0,,,Heavy rain,,1.0,1454.0,,5323,match:1454.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2644,Afghanistan,AFG,2005-03-29,2005-03-30,6.0,0.0,1438.0,,,Heavy rain,,1.0,1454.0,,5335,match:1454.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2629,Kazakhstan • Uzbekistan,,2005-02-24,2005-03-23,0.0,30000.0,135418.0,,,Dam/Levy break or release,,1.0,1459.0,transboundary (2 countries),5304,match:1459.0,True,multiple_dfo_event_ids
EM-DAT,2005-0116-KAZ,Kazakhstan,KAZ,2005-02-24,2005-03-23,,25000.0,,,,Flash flood,7662.0,,1459.0,,5305,match:1459.0,True,multiple_dfo_event_ids
EM-DAT,2005-0116-UZB,Uzbekistan,UZB,2005-02-24,2005-03-13,,1500.0,,,,Flash flood,,,1459.0,,5306,match:1459.0,True,multiple_dfo_event_ids
DFO,DFO-2636,China • Kazakhstan,,2005-03-11,2005-03-22,1.0,3000.0,220943.0,,,Heavy rain,,1.0,1459.0,transboundary (2 countries),5320,match:1459.0,True,multiple_dfo_event_ids
DFO,DFO-2623,Venezuela (Bolivarian Republic of),VEN,2005-02-07,2005-02-14,19.0,26000.0,11963.0,,,Heavy rain,,1.0,1463.0,,5294,match:1463.0,True,multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0073-VEN,Venezuela (Bolivarian Republic of),VEN,2005-02-07,2005-02-14,76.0,25042.0,,,,Riverine flood,50000.0,,1463.0,,5295,match:1463.0,True,multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2625,Colombia • Venezuela (Bolivarian Republic of),,2005-02-11,2005-02-26,95.0,70000.0,43717.0,,,Heavy rain,,1.0,1463.0,transboundary (2 countries),5298,match:1463.0,True,multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2005-0083-COL,Colombia,COL,2005-02-11,2005-02-26,56.0,85729.0,,,,Riverine flood,10000.0,,1463.0,,5299,match:1463.0,True,multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2618,Brazil,BRA,2005-01-29,2005-01-31,10.0,0.0,127862.0,,,Heavy rain,,1.0,1465.0,,5288,match:1465.0,True,incompatible_date_intervals;multiple_dfo_event_ids
EM-DAT,2005-0054-BRA,Brazil,BRA,2005-01-29,2005-02-11,19.0,10000.0,,,,Riverine flood,,184290.0,1465.0,,5289,match:1465.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-2621,Brazil,BRA,2005-02-01,2005-02-11,9.0,9000.0,56393.0,,,Heavy rain,,1.0,1465.0,,5290,match:1465.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-2606,United States of America,USA,2005-01-05,2005-02-01,3.0,4000.0,285909.0,,,Heavy rain,,2.0,1471.0,,5266,match:1471.0,True,multiple_dfo_event_ids
EM-DAT,2005-0015-USA,United States of America,USA,2005-01-07,2005-01-11,28.0,508.0,,,,Riverine flood,200000.0,560.0,1471.0,,5268,match:1471.0,True,multiple_dfo_event_ids
DFO,DFO-2608,United States of America,USA,2005-01-08,2005-01-11,4.0,500.0,11751.0,,,Heavy rain,,1.0,1471.0,,5269,match:1471.0,True,multiple_dfo_event_ids
DFO,DFO-2610,United States of America,USA,2005-01-10,2005-01-13,1.0,850.0,71018.0,,,Heavy rain,,2.0,1471.0,,5272,match:1471.0,True,multiple_dfo_event_ids
DFO,DFO-2586,Paraguay • Argentina,,2004-11-07,2004-12-15,0.0,0.0,127493.0,,,Heavy rain,,1.0,1477.0,transboundary (2 countries),5230,match:1477.0,True,multiple_dfo_event_ids
DFO,DFO-2596,Argentina,ARG,2004-12-06,2004-12-10,0.0,5000.0,3232.0,,,Heavy rain,,1.0,1477.0,,5249,match:1477.0,True,multiple_dfo_event_ids
EM-DAT,2004-0624-ARG,Argentina,ARG,2004-12-06,2004-12-10,,5000.0,,,,Riverine flood,,3230.0,1477.0,,5250,match:1477.0,True,multiple_dfo_event_ids
DFO,DFO-5223,Bangladesh,BGD,2022-05-09,2022-05-24,0.0,7439.0,12000.0,,,Heavy rain,,1.5,148.0,,10843,match:148.0,True,incompatible_date_intervals;multiple_dfo_event_ids
EM-DAT,2022-0340-BGD,Bangladesh,BGD,2022-05-17,2022-09-30,141.0,7200000.0,,,,Flood (General),462500.0,,148.0,,10851,match:148.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-5232,Bangladesh,BGD,2022-06-10,2022-06-21,0.0,90000.0,6200.0,,,Heavy rain,,1.5,148.0,,10872,match:148.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-2585,Venezuela (Bolivarian Republic of),VEN,2004-11-17,2004-11-25,11.0,0.0,13177.0,,,Heavy rain,,1.0,1480.0,,5236,match:1480.0,True,multiple_dfo_event_ids
EM-DAT,2004-0676-VEN,Venezuela (Bolivarian Republic of),VEN,2004-11-17,2004-11-25,35.0,4000.0,,,,Riverine flood,,13180.0,1480.0,,5237,match:1480.0,True,multiple_dfo_event_ids
DFO,DFO-2588,Venezuela (Bolivarian Republic of),VEN,2004-11-20,2004-11-27,0.0,0.0,7328.0,,,Heavy rain,,1.0,1480.0,,5239,match:1480.0,True,multiple_dfo_event_ids
DFO,DFO-2507,India • Bangladesh,,2004-06-20,2004-10-07,3000.0,40000000.0,1162598.0,,,Monsoonal rain,,2.0,1485.0,transboundary (2 countries),5094,match:1485.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0298-BGD,Bangladesh,BGD,2004-06-20,2004-08-03,730.0,36000000.0,,,,Riverine flood,2200000.0,21420.0,1485.0,,5097,match:1485.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0298-IND,India,IND,2004-06-20,2004-08-01,900.0,33000000.0,,,,Riverine flood,2500000.0,,1485.0,,5098,match:1485.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2541,India • Pakistan,,2004-08-01,2004-09-08,210.0,100000.0,638380.0,,,Monsoonal rain,,1.0,1485.0,transboundary (2 countries),5155,match:1485.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0734-IND,India,IND,2004-08-01,2004-09-08,210.0,100000.0,,,,Riverine flood,276000.0,,1485.0,,5156,match:1485.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0734-PAK,Pakistan,PAK,2004-08-01,2004-09-08,,,,,,Riverine flood,,,1485.0,,5157,match:1485.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0470-BGD,Bangladesh,BGD,2004-09-11,2004-09-18,20.0,600000.0,,,,Riverine flood,,,1485.0,,5195,match:1485.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0489-IND,India,IND,2004-09-20,2004-09-22,33.0,,,,,Flash flood,,,1485.0,,5203,match:1485.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2570,India • Bangladesh,,2004-10-07,2004-10-18,210.0,100000.0,161740.0,,,Heavy rain,,1.0,1485.0,transboundary (2 countries),5209,match:1485.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0509-BGD,Bangladesh,BGD,2004-10-07,2004-10-18,11.0,271700.0,,,,Flash flood,,,1485.0,,5211,match:1485.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0509-IND,India,IND,2004-10-07,2004-10-18,160.0,100000.0,,,,Flash flood,,,1485.0,,5212,match:1485.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2545,Nigeria,NGA,2004-08-08,2004-08-10,0.0,15000.0,518.0,,,Heavy rain,,1.0,1495.0,,5164,match:1495.0,True,multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2546,Nigeria,NGA,2004-08-08,2004-08-12,65.0,2500.0,5488.0,,,Heavy rain,,1.0,1495.0,,5165,match:1495.0,True,multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0402-NGA,Nigeria,NGA,2004-08-08,2004-08-10,,15000.0,,,,Riverine flood,,510.0,1495.0,,5166,match:1495.0,True,multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0413-NGA,Nigeria,NGA,2004-08-08,2004-08-12,65.0,10600.0,,,,Flash flood,,5480.0,1495.0,,5167,match:1495.0,True,multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2536,Thailand,THA,2004-07-27,2004-08-02,3.0,0.0,17192.0,,,Heavy rain,,1.0,1497.0,,5144,match:1497.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2543,Thailand,THA,2004-08-06,2004-10-03,11.0,60000.0,378045.0,,,Monsoonal rain,,2.0,1497.0,,5160,match:1497.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0441-THA,Thailand,THA,2004-08-06,2004-08-30,9.0,500000.0,,,,Riverine flood,,154400.0,1497.0,,5161,match:1497.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0501-THA,Thailand,THA,2004-09-15,2004-09-15,2.0,2000.0,,,,Flash flood,,,1497.0,,5200,match:1497.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2022-0315-SUR,Suriname,SUR,2022-03-01,2022-06-24,,9000.0,,,,Flood (General),21000.0,,150.0,,10791,match:150.0,True,multiple_emdat_event_ids
EM-DAT,2022-0375-GUY,Guyana,GUY,2022-05-15,2022-06-02,,500.0,,,,Flood (General),,,150.0,,10849,match:150.0,True,multiple_emdat_event_ids
DFO,DFO-5226,Guyana • Suriname • French Guiana,,2022-05-25,2022-05-30,0.0,110.0,70000.0,,,Heavy rain,,1.5,150.0,transboundary (3 countries),10859,match:150.0,True,multiple_emdat_event_ids
DFO,DFO-2502,China,CHN,2004-06-14,2004-06-16,2.0,0.0,47478.0,,,Heavy rain,,1.0,1502.0,,5087,match:1502.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0287-CHN,China,CHN,2004-06-14,2004-06-16,5.0,90000.0,,,,Riverine flood,,47480.0,1502.0,,5088,match:1502.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2508,China,CHN,2004-06-20,2004-06-25,27.0,168000.0,92248.0,,,Heavy rain,,1.0,1502.0,,5095,match:1502.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0284-CHN,China,CHN,2004-06-20,2004-06-25,47.0,168500.0,,,,Riverine flood,361000.0,92250.0,1502.0,,5096,match:1502.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0299-CHN,China,CHN,2004-06-22,2004-06-23,,556073.0,,,,Riverine flood,,,1502.0,,5100,match:1502.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2515,China,CHN,2004-06-28,2004-06-30,15.0,0.0,14994.0,,,Heavy rain,,1.0,1502.0,,5107,match:1502.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0306-CHN,China,CHN,2004-06-28,2004-06-30,15.0,,,,,Riverine flood,,14990.0,1502.0,,5108,match:1502.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2518,China,CHN,2004-07-04,2004-07-23,35.0,26000.0,44797.0,,,Heavy rain,,1.0,1502.0,,5115,match:1502.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2533,China,CHN,2004-07-12,2004-07-30,11.0,0.0,106553.0,,,Heavy rain,,1.0,1502.0,,5120,match:1502.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2522,China,CHN,2004-07-14,2004-07-27,24.0,82000.0,156996.0,,,Heavy rain,,1.0,1502.0,,5127,match:1502.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0372-CHN,China,CHN,2004-07-15,2004-07-20,133.0,33652026.0,,,,Riverine flood,1100000.0,27920.0,1502.0,,5132,match:1502.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2525,China,CHN,2004-07-16,2004-07-30,0.0,150000.0,52797.0,,,Heavy rain,,1.0,1502.0,,5134,match:1502.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2527,China,CHN,2004-07-17,2004-07-30,2.0,135000.0,86024.0,,,Heavy rain,,2.0,1502.0,,5136,match:1502.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2485,United States of America,USA,2004-05-22,2004-05-26,1.0,150.0,117313.0,,,Heavy rain,,1.0,1508.0,,5058,match:1508.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2488,United States of America,USA,2004-05-27,2004-06-01,3.0,0.0,59888.0,,,Heavy rain,,1.0,1508.0,,5064,match:1508.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0248-USA,United States of America,USA,2004-05-28,2004-05-28,,4929.0,,,,Riverine flood,,,1508.0,,5066,match:1508.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2491,United States of America,USA,2004-06-03,2004-10-11,0.0,300.0,608.0,,,Dam/Levy break or release,,1.0,1508.0,,5070,match:1508.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2520,United States of America,USA,2004-07-12,2004-07-15,0.0,500.0,2442.0,,,Heavy rain,,2.0,1508.0,,5119,match:1508.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0675-USA,United States of America,USA,2004-07-12,2004-07-14,1.0,,,,,Riverine flood,500000.0,,1508.0,,5122,match:1508.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2514,Philippines,PHL,2004-06-28,2004-06-30,5.0,1200.0,2080.0,,,Heavy rain,,1.0,1511.0,,5106,match:1511.0,True,multiple_dfo_event_ids
EM-DAT,2004-0311-PHL,Philippines,PHL,2004-06-28,2004-06-30,15.0,1500.0,,,,Flash flood,,2080.0,1511.0,,5109,match:1511.0,True,multiple_dfo_event_ids
DFO,DFO-2516,Philippines • Taiwan (Province of China),,2004-06-29,2004-07-13,54.0,385000.0,84822.0,,,Tropical cyclone,,2.0,1511.0,transboundary (2 countries),5110,match:1511.0,True,multiple_dfo_event_ids
DFO,DFO-2503,Nigeria,NGA,2004-06-17,2004-06-18,0.0,0.0,337.0,,,Heavy rain,,1.0,1512.0,,5089,match:1512.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0268-NGA,Nigeria,NGA,2004-06-17,2004-06-18,,1000.0,,,,Riverine flood,,340.0,1512.0,,5091,match:1512.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2509,Nigeria,NGA,2004-06-22,2004-06-25,0.0,300.0,8716.0,,,Heavy rain,,1.0,1512.0,,5099,match:1512.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0315-NGA,Nigeria,NGA,2004-06-22,2004-06-25,4.0,300.0,,,,Riverine flood,,8720.0,1512.0,,5101,match:1512.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2487,China,CHN,2004-05-27,2004-05-28,18.0,0.0,114.0,,,Dam/Levy break or release,,1.0,1516.0,,5063,match:1516.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0247-CHN,China,CHN,2004-05-27,2004-05-28,18.0,,,,,Flash flood,,114.0,1516.0,,5065,match:1516.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2489,China,CHN,2004-05-31,2004-06-01,4.0,0.0,2442.0,,,Torrential rain,,1.0,1516.0,,5067,match:1516.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-2493,China,CHN,2004-06-05,2004-06-06,3.0,0.0,9845.0,,,Torrential rain,,1.0,1516.0,,5074,match:1516.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2004-0303-CHN,China,CHN,2004-06-05,2004-06-06,3.0,740.0,,,,Flash flood,,9850.0,1516.0,,5077,match:1516.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-5222,Colombia,COL,2022-05-20,2022-05-24,0.0,280.0,63000.0,,,Heavy rain,,1.0,152.0,,10852,match:152.0,True,incompatible_date_intervals
EM-DAT,2022-0328-COL,Colombia,COL,2022-05-25,2022-05-27,,5000.0,,,,Flood (General),,,152.0,,10860,match:152.0,True,incompatible_date_intervals
