family,pair_id,country,predictor,response,lag_years,sample_years,response_start_year,response_end_year,predictor_start_year,predictor_end_year,sample_sha256,transform,regime_breakpoints,fit,n,minimum_years,control_columns,n_controls,rank,df_resid,status,reason,partial_r,beta,beta_ci_low,beta_ci_high,p_hac,q_family,family_size,reject_fdr
regional,UKR__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag0,UKR,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response,2,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,UKR__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag1,UKR,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,1,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,UKR__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag1,UKR,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,1,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,UKR__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag2,UKR,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,UKR__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag2,UKR,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,UKR__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag0,UKR,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,UKR__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag0,UKR,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response,2,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,UKR__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag1,UKR,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,1,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,UKR__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag1,UKR,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,1,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,UKR__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag2,UKR,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,UKR__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag2,UKR,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SDN__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag0,SDN,conflict_total_deaths_per_100k,refugees_origin_stock_change,0,2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2012.0,2025.0,2012.0,2025.0,3853f6a1c7ed79e0cf66efef505c874e3cea225b41d2668ccce546b402e8ba49,signed_log1p,,baseline_time_regime,14,12,intercept_2012_2025;time_2012_2025,2,3.0,11.0,eligible,,-0.00672353462861071,-0.03496451542012232,-2.0522715581899162,1.9823425273496715,0.9702531540842118,1.0,144,False
regional,SDN__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag0,SDN,conflict_total_deaths_per_100k,refugees_origin_stock_change,0,2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2012.0,2025.0,2012.0,2025.0,3853f6a1c7ed79e0cf66efef505c874e3cea225b41d2668ccce546b402e8ba49,signed_log1p,,climate_adjusted,14,12,intercept_2012_2025;time_2012_2025;rni_response;dmi_response,4,5.0,9.0,eligible,,0.4791972050531201,2.131018691289693,0.11990163072987016,4.1421357518495165,0.040092926313609334,0.962230231526624,144,False
regional,SDN__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag1,SDN,conflict_total_deaths_per_100k,refugees_origin_stock_change,1,2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2013.0,2025.0,2012.0,2024.0,767d70e4057ca450db0dcd81b4317710c751d9839588bd4247bc961226f070f2,signed_log1p,,baseline_time_regime,13,12,intercept_2013_2025;time_2013_2025,2,3.0,10.0,eligible,,-0.008418271760257032,-0.05828590573119438,-1.4727839367943825,1.3562121253319936,0.9286599430214647,1.0,144,False
regional,SDN__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag1,SDN,conflict_total_deaths_per_100k,refugees_origin_stock_change,1,2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2013.0,2025.0,2012.0,2024.0,767d70e4057ca450db0dcd81b4317710c751d9839588bd4247bc961226f070f2,signed_log1p,,climate_adjusted,13,12,intercept_2013_2025;time_2013_2025;rni_response;dmi_response;rni_predictor;dmi_predictor,6,7.0,6.0,unavailable,insufficient_residual_degrees_of_freedom,,,,,,1.0,144,False
regional,SDN__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag2,SDN,conflict_total_deaths_per_100k,refugees_origin_stock_change,2,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2014.0,2025.0,2012.0,2023.0,1a843baced4f54e51ec79f4b4ee0ae6dbb8c3f37e683b5f3321699ddbbbe5573,signed_log1p,,baseline_time_regime,12,12,intercept_2014_2025;time_2014_2025,2,3.0,9.0,eligible,,-0.052293204896935785,-0.36219377462672986,-1.8622741227911666,1.1378865735377068,0.598207455233815,1.0,144,False
regional,SDN__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag2,SDN,conflict_total_deaths_per_100k,refugees_origin_stock_change,2,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2014.0,2025.0,2012.0,2023.0,1a843baced4f54e51ec79f4b4ee0ae6dbb8c3f37e683b5f3321699ddbbbe5573,signed_log1p,,climate_adjusted,12,12,intercept_2014_2025;time_2014_2025;rni_response;dmi_response;rni_predictor;dmi_predictor,6,7.0,5.0,unavailable,insufficient_residual_degrees_of_freedom,,,,,,1.0,144,False
regional,SDN__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag0,SDN,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SDN__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag0,SDN,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response,2,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SDN__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag1,SDN,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,1,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SDN__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag1,SDN,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,1,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SDN__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag2,SDN,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SDN__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag2,SDN,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SDN__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag0,SDN,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SDN__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag0,SDN,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response,2,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SDN__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag1,SDN,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,1,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SDN__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag1,SDN,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,1,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SDN__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag2,SDN,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SDN__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag2,SDN,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,ETH__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag0,ETH,conflict_total_deaths_per_100k,refugees_origin_stock_change,0,2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2001.0,2025.0,2001.0,2025.0,fcd753ec3d91d8d204d1aa42d57fe850935a5652b9a6e51f53d74aa225490c4c,signed_log1p,,baseline_time_regime,25,12,intercept_2001_2025;time_2001_2025,2,3.0,22.0,eligible,,-0.14704966585611165,-0.9403362916555844,-2.4949680747252714,0.6142954914141029,0.2228590994030756,1.0,144,False
regional,ETH__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag0,ETH,conflict_total_deaths_per_100k,refugees_origin_stock_change,0,2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2001.0,2025.0,2001.0,2025.0,fcd753ec3d91d8d204d1aa42d57fe850935a5652b9a6e51f53d74aa225490c4c,signed_log1p,,climate_adjusted,25,12,intercept_2001_2025;time_2001_2025;rni_response;dmi_response,4,5.0,20.0,eligible,,-0.10441100002147577,-0.7497488702570311,-3.1652817803317466,1.6657840398176837,0.5247004780361142,1.0,144,False
regional,ETH__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag1,ETH,conflict_total_deaths_per_100k,refugees_origin_stock_change,1,2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2001.0,2025.0,2000.0,2024.0,e19848cee5ab464293d1f9e5daa9840ec33fcd9975b1b41bdf72cb6e43fcf3be,signed_log1p,,baseline_time_regime,25,12,intercept_2001_2025;time_2001_2025,2,3.0,22.0,eligible,,-0.20285823201510644,-1.040435672430395,-3.3520598250936455,1.2711884802328557,0.36073208583952776,1.0,144,False
regional,ETH__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag1,ETH,conflict_total_deaths_per_100k,refugees_origin_stock_change,1,2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2001.0,2025.0,2000.0,2024.0,e19848cee5ab464293d1f9e5daa9840ec33fcd9975b1b41bdf72cb6e43fcf3be,signed_log1p,,climate_adjusted,25,12,intercept_2001_2025;time_2001_2025;rni_response;dmi_response;rni_predictor;dmi_predictor,6,7.0,18.0,eligible,,-0.21879843164437593,-1.3233896302861239,-4.184659154653798,1.53787989408155,0.34407015079206416,1.0,144,False
regional,ETH__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag2,ETH,conflict_total_deaths_per_100k,refugees_origin_stock_change,2,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2002.0,2025.0,2000.0,2023.0,9b813c62ae2b9f61649054ec5ad53220b7d4fb7a13f5e634b7aa5790f6b11356,signed_log1p,,baseline_time_regime,24,12,intercept_2002_2025;time_2002_2025,2,3.0,21.0,eligible,,0.29440121288138354,1.4028469653732942,0.16635031048241739,2.639343620264171,0.028065432323240422,0.962230231526624,144,False
regional,ETH__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag2,ETH,conflict_total_deaths_per_100k,refugees_origin_stock_change,2,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2002.0,2025.0,2000.0,2023.0,9b813c62ae2b9f61649054ec5ad53220b7d4fb7a13f5e634b7aa5790f6b11356,signed_log1p,,climate_adjusted,24,12,intercept_2002_2025;time_2002_2025;rni_response;dmi_response;rni_predictor;dmi_predictor,6,7.0,17.0,eligible,,0.25860832465097894,1.3741503444863474,-0.5192793508029884,3.267580039775684,0.14411834189224737,1.0,144,False
regional,ETH__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag0,ETH,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,ETH__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag0,ETH,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response,2,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,ETH__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag1,ETH,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,1,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,ETH__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag1,ETH,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,1,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,ETH__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag2,ETH,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,ETH__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag2,ETH,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,ETH__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag0,ETH,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,ETH__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag0,ETH,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response,2,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,ETH__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag1,ETH,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,1,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,ETH__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag1,ETH,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,1,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,ETH__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag2,ETH,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,ETH__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag2,ETH,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SOM__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag0,SOM,conflict_total_deaths_per_100k,refugees_origin_stock_change,0,2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2001.0,2025.0,2001.0,2025.0,81642abfca1df3d6ed34ae39e35d9dc1255adac43a86dae7999b1c5284d66449,signed_log1p,,baseline_time_regime,25,12,intercept_2001_2025;time_2001_2025,2,3.0,22.0,eligible,,0.41506629172909126,11.506010328698704,-1.1630860084420185,24.175106665839422,0.07292229347196899,1.0,144,False
regional,SOM__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag0,SOM,conflict_total_deaths_per_100k,refugees_origin_stock_change,0,2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2001.0,2025.0,2001.0,2025.0,81642abfca1df3d6ed34ae39e35d9dc1255adac43a86dae7999b1c5284d66449,signed_log1p,,climate_adjusted,25,12,intercept_2001_2025;time_2001_2025;rni_response;dmi_response,4,5.0,20.0,eligible,,0.40711195021009405,12.674087671023797,-1.2251496933028747,26.573325035350468,0.07165973017212045,1.0,144,False
regional,SOM__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag1,SOM,conflict_total_deaths_per_100k,refugees_origin_stock_change,1,2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2001.0,2025.0,2000.0,2024.0,c0e7abcfa2ebe859c7ca21f4d4c58f74811c0a14dcbe8fab2b19b94cbede936a,signed_log1p,,baseline_time_regime,25,12,intercept_2001_2025;time_2001_2025,2,3.0,22.0,eligible,,0.3477503843491058,8.777920351565431,-1.4910446580054901,19.04688536113635,0.09011857021704855,1.0,144,False
regional,SOM__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag1,SOM,conflict_total_deaths_per_100k,refugees_origin_stock_change,1,2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2001.0,2025.0,2000.0,2024.0,c0e7abcfa2ebe859c7ca21f4d4c58f74811c0a14dcbe8fab2b19b94cbede936a,signed_log1p,,climate_adjusted,25,12,intercept_2001_2025;time_2001_2025;rni_response;dmi_response;rni_predictor;dmi_predictor,6,7.0,18.0,eligible,,0.3930140151759464,10.780358772705275,-1.4596518102885734,23.020369355699128,0.08074302660048993,1.0,144,False
regional,SOM__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag2,SOM,conflict_total_deaths_per_100k,refugees_origin_stock_change,2,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2002.0,2025.0,2000.0,2023.0,e7f33e41ea473358497b203aa97c8213f4ae1eb5f8c58c73539578114b89c96f,signed_log1p,,baseline_time_regime,24,12,intercept_2002_2025;time_2002_2025,2,3.0,21.0,eligible,,0.2495480299346365,6.340238603570482,-6.107055335414784,18.787532542555745,0.30150201370265833,1.0,144,False
regional,SOM__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag2,SOM,conflict_total_deaths_per_100k,refugees_origin_stock_change,2,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2002.0,2025.0,2000.0,2023.0,e7f33e41ea473358497b203aa97c8213f4ae1eb5f8c58c73539578114b89c96f,signed_log1p,,climate_adjusted,24,12,intercept_2002_2025;time_2002_2025;rni_response;dmi_response;rni_predictor;dmi_predictor,6,7.0,17.0,eligible,,0.25945141908298974,6.322474382239088,-5.248796082230629,17.893744846708806,0.26494885453957895,1.0,144,False
regional,SOM__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag0,SOM,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SOM__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag0,SOM,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response,2,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SOM__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag1,SOM,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,1,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SOM__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag1,SOM,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,1,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SOM__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag2,SOM,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SOM__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag2,SOM,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SOM__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag0,SOM,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,SOM__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag0,SOM,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response,2,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
