country,stream_id,target_start,target_iso_year,target_iso_week,baseline_center_iso_year,baseline_center_iso_week,week53_mapped_to52,window_start,window_end,expected_weeks,eligible_weeks,qualified,positive_specimens,tested_specimens,positivity,excluded_week_reasons
ISR,3007b6680d529a52d448,2026-07-27,2026,31,2023,31,False,2023-07-17,2023-08-20,5,0,False,,,,"{""unobserved_week"":5}"
ISR,3007b6680d529a52d448,2026-07-27,2026,31,2024,31,False,2024-07-15,2024-08-18,5,0,False,,,,"{""unobserved_week"":5}"
ISR,3007b6680d529a52d448,2026-07-27,2026,31,2025,31,False,2025-07-14,2025-08-17,5,0,False,,,,"{""unobserved_week"":5}"
ISR,3007b6680d529a52d448,2026-08-03,2026,32,2021,32,False,2021-07-26,2021-08-29,5,0,False,,,,"{""unobserved_week"":5}"
ISR,3007b6680d529a52d448,2026-08-03,2026,32,2022,32,False,2022-07-25,2022-08-28,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
ISR,3007b6680d529a52d448,2026-08-03,2026,32,2023,32,False,2023-07-24,2023-08-27,5,0,False,,,,"{""unobserved_week"":5}"
ISR,3007b6680d529a52d448,2026-08-03,2026,32,2024,32,False,2024-07-22,2024-08-25,5,0,False,,,,"{""unobserved_week"":5}"
ISR,3007b6680d529a52d448,2026-08-03,2026,32,2025,32,False,2025-07-21,2025-08-24,5,0,False,,,,"{""unobserved_week"":5}"
ISR,3007b6680d529a52d448,2026-08-10,2026,33,2021,33,False,2021-08-02,2021-09-05,5,0,False,,,,"{""unobserved_week"":5}"
ISR,3007b6680d529a52d448,2026-08-10,2026,33,2022,33,False,2022-08-01,2022-09-04,5,0,False,,,,"{""unobserved_week"":5}"
ISR,3007b6680d529a52d448,2026-08-10,2026,33,2023,33,False,2023-07-31,2023-09-03,5,0,False,,,,"{""unobserved_week"":5}"
ISR,3007b6680d529a52d448,2026-08-10,2026,33,2024,33,False,2024-07-29,2024-09-01,5,0,False,,,,"{""unobserved_week"":5}"
ISR,3007b6680d529a52d448,2026-08-10,2026,33,2025,33,False,2025-07-28,2025-08-31,5,0,False,,,,"{""unobserved_week"":5}"
ISR,3007b6680d529a52d448,2026-08-17,2026,34,2021,34,False,2021-08-09,2021-09-12,5,0,False,,,,"{""unobserved_week"":5}"
ISR,3007b6680d529a52d448,2026-08-17,2026,34,2022,34,False,2022-08-08,2022-09-11,5,0,False,,,,"{""unobserved_week"":5}"
ISR,3007b6680d529a52d448,2026-08-17,2026,34,2023,34,False,2023-08-07,2023-09-10,5,0,False,,,,"{""unobserved_week"":5}"
ISR,3007b6680d529a52d448,2026-08-17,2026,34,2024,34,False,2024-08-05,2024-09-08,5,0,False,,,,"{""unobserved_week"":5}"
ISR,3007b6680d529a52d448,2026-08-17,2026,34,2025,34,False,2025-08-04,2025-09-07,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-08-25,2025,35,2020,35,False,2020-08-10,2020-09-13,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-08-25,2025,35,2021,35,False,2021-08-16,2021-09-19,5,2,False,15.0,315.0,,"{""low_testing"":1,""unobserved_week"":2}"
LBN,3c1f8d84c35f92a69284,2025-08-25,2025,35,2022,35,False,2022-08-15,2022-09-18,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-08-25,2025,35,2023,35,False,2023-08-14,2023-09-17,5,0,False,,,,"{""low_testing"":5}"
LBN,3c1f8d84c35f92a69284,2025-08-25,2025,35,2024,35,False,2024-08-12,2024-09-15,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
LBN,3c1f8d84c35f92a69284,2025-09-01,2025,36,2020,36,False,2020-08-17,2020-09-20,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-09-01,2025,36,2021,36,False,2021-08-23,2021-09-26,5,3,False,18.0,436.0,,"{""unobserved_week"":2}"
LBN,3c1f8d84c35f92a69284,2025-09-01,2025,36,2022,36,False,2022-08-22,2022-09-25,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-09-01,2025,36,2023,36,False,2023-08-21,2023-09-24,5,0,False,,,,"{""low_testing"":4,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2025-09-01,2025,36,2024,36,False,2024-08-19,2024-09-22,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
LBN,3c1f8d84c35f92a69284,2025-09-08,2025,37,2020,37,False,2020-08-24,2020-09-27,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-09-08,2025,37,2021,37,False,2021-08-30,2021-10-03,5,4,True,18.0,549.0,0.03278688524590164,"{""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2025-09-08,2025,37,2022,37,False,2022-08-29,2022-10-02,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-09-08,2025,37,2023,37,False,2023-08-28,2023-10-01,5,0,False,,,,"{""low_testing"":4,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2025-09-08,2025,37,2024,37,False,2024-08-26,2024-09-29,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
LBN,3c1f8d84c35f92a69284,2025-09-15,2025,38,2020,38,False,2020-08-31,2020-10-04,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-09-15,2025,38,2021,38,False,2021-09-06,2021-10-10,5,5,True,19.0,690.0,0.02753623188405797,{}
LBN,3c1f8d84c35f92a69284,2025-09-15,2025,38,2022,38,False,2022-09-05,2022-10-09,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-09-15,2025,38,2023,38,False,2023-09-04,2023-10-08,5,0,False,,,,"{""low_testing"":4,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2025-09-15,2025,38,2024,38,False,2024-09-02,2024-10-06,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
LBN,3c1f8d84c35f92a69284,2025-09-22,2025,39,2020,39,False,2020-09-07,2020-10-11,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-09-22,2025,39,2021,39,False,2021-09-13,2021-10-17,5,5,True,15.0,705.0,0.02127659574468085,{}
LBN,3c1f8d84c35f92a69284,2025-09-22,2025,39,2022,39,False,2022-09-12,2022-10-16,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-09-22,2025,39,2023,39,False,2023-09-11,2023-10-15,5,0,False,,,,"{""low_testing"":3,""unobserved_week"":2}"
LBN,3c1f8d84c35f92a69284,2025-09-22,2025,39,2024,39,False,2024-09-09,2024-10-13,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
LBN,3c1f8d84c35f92a69284,2025-09-29,2025,40,2020,40,False,2020-09-14,2020-10-18,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-09-29,2025,40,2021,40,False,2021-09-20,2021-10-24,5,5,True,11.0,716.0,0.015363128491620111,{}
LBN,3c1f8d84c35f92a69284,2025-09-29,2025,40,2022,40,False,2022-09-19,2022-10-23,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-09-29,2025,40,2023,40,False,2023-09-18,2023-10-22,5,0,False,,,,"{""low_testing"":3,""unobserved_week"":2}"
LBN,3c1f8d84c35f92a69284,2025-09-29,2025,40,2024,40,False,2024-09-16,2024-10-20,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-10-06,2025,41,2020,41,False,2020-09-21,2020-10-25,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-10-06,2025,41,2021,41,False,2021-09-27,2021-10-31,5,4,True,8.0,595.0,0.013445378151260505,"{""low_testing"":1}"
LBN,3c1f8d84c35f92a69284,2025-10-06,2025,41,2022,41,False,2022-09-26,2022-10-30,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-10-06,2025,41,2023,41,False,2023-09-25,2023-10-29,5,0,False,,,,"{""low_testing"":3,""unobserved_week"":2}"
LBN,3c1f8d84c35f92a69284,2025-10-06,2025,41,2024,41,False,2024-09-23,2024-10-27,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-10-13,2025,42,2020,42,False,2020-09-28,2020-11-01,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-10-13,2025,42,2021,42,False,2021-10-04,2021-11-07,5,4,True,17.0,603.0,0.028192371475953566,"{""low_testing"":1}"
LBN,3c1f8d84c35f92a69284,2025-10-13,2025,42,2022,42,False,2022-10-03,2022-11-06,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-10-13,2025,42,2023,42,False,2023-10-02,2023-11-05,5,0,False,,,,"{""low_testing"":2,""unobserved_week"":3}"
LBN,3c1f8d84c35f92a69284,2025-10-13,2025,42,2024,42,False,2024-09-30,2024-11-03,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-10-20,2025,43,2020,43,False,2020-10-05,2020-11-08,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-10-20,2025,43,2021,43,False,2021-10-11,2021-11-14,5,4,True,36.0,593.0,0.06070826306913996,"{""low_testing"":1}"
LBN,3c1f8d84c35f92a69284,2025-10-20,2025,43,2022,43,False,2022-10-10,2022-11-13,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-10-20,2025,43,2023,43,False,2023-10-09,2023-11-12,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
LBN,3c1f8d84c35f92a69284,2025-10-20,2025,43,2024,43,False,2024-10-07,2024-11-10,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-10-27,2025,44,2020,44,False,2020-10-12,2020-11-15,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-10-27,2025,44,2021,44,False,2021-10-18,2021-11-21,5,4,True,47.0,652.0,0.07208588957055215,"{""low_testing"":1}"
LBN,3c1f8d84c35f92a69284,2025-10-27,2025,44,2022,44,False,2022-10-17,2022-11-20,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-10-27,2025,44,2023,44,False,2023-10-16,2023-11-19,5,0,False,,,,"{""low_testing"":2,""unobserved_week"":3}"
LBN,3c1f8d84c35f92a69284,2025-10-27,2025,44,2024,44,False,2024-10-14,2024-11-17,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-11-03,2025,45,2020,45,False,2020-10-19,2020-11-22,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-11-03,2025,45,2021,45,False,2021-10-25,2021-11-28,5,4,True,66.0,813.0,0.08118081180811808,"{""low_testing"":1}"
LBN,3c1f8d84c35f92a69284,2025-11-03,2025,45,2022,45,False,2022-10-24,2022-11-27,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
LBN,3c1f8d84c35f92a69284,2025-11-03,2025,45,2023,45,False,2023-10-23,2023-11-26,5,0,False,,,,"{""low_testing"":2,""unobserved_week"":3}"
LBN,3c1f8d84c35f92a69284,2025-11-03,2025,45,2024,45,False,2024-10-21,2024-11-24,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-11-10,2025,46,2020,46,False,2020-10-26,2020-11-29,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
LBN,3c1f8d84c35f92a69284,2025-11-10,2025,46,2021,46,False,2021-11-01,2021-12-05,5,5,True,81.0,1008.0,0.08035714285714286,{}
LBN,3c1f8d84c35f92a69284,2025-11-10,2025,46,2022,46,False,2022-10-31,2022-12-04,5,0,False,,,,"{""low_testing"":2,""unobserved_week"":3}"
LBN,3c1f8d84c35f92a69284,2025-11-10,2025,46,2023,46,False,2023-10-30,2023-12-03,5,1,False,21.0,138.0,,"{""low_testing"":2,""unobserved_week"":2}"
LBN,3c1f8d84c35f92a69284,2025-11-10,2025,46,2024,46,False,2024-10-28,2024-12-01,5,0,False,,,,"{""unobserved_week"":5}"
LBN,3c1f8d84c35f92a69284,2025-11-17,2025,47,2020,47,False,2020-11-02,2020-12-06,5,0,False,,,,"{""low_testing"":2,""unobserved_week"":3}"
LBN,3c1f8d84c35f92a69284,2025-11-17,2025,47,2021,47,False,2021-11-08,2021-12-12,5,5,True,104.0,1232.0,0.08441558441558442,{}
LBN,3c1f8d84c35f92a69284,2025-11-17,2025,47,2022,47,False,2022-11-07,2022-12-11,5,0,False,,,,"{""low_testing"":3,""unobserved_week"":2}"
LBN,3c1f8d84c35f92a69284,2025-11-17,2025,47,2023,47,False,2023-11-06,2023-12-10,5,2,False,51.0,264.0,,"{""low_testing"":2,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2025-11-17,2025,47,2024,47,False,2024-11-04,2024-12-08,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
LBN,3c1f8d84c35f92a69284,2025-11-24,2025,48,2020,48,False,2020-11-09,2020-12-13,5,0,False,,,,"{""low_testing"":3,""unobserved_week"":2}"
LBN,3c1f8d84c35f92a69284,2025-11-24,2025,48,2021,48,False,2021-11-15,2021-12-19,5,5,True,97.0,1256.0,0.07722929936305732,{}
LBN,3c1f8d84c35f92a69284,2025-11-24,2025,48,2022,48,False,2022-11-14,2022-12-18,5,0,False,,,,"{""low_testing"":4,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2025-11-24,2025,48,2023,48,False,2023-11-13,2023-12-17,5,3,False,103.0,378.0,,"{""low_testing"":2}"
LBN,3c1f8d84c35f92a69284,2025-11-24,2025,48,2024,48,False,2024-11-11,2024-12-15,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
LBN,3c1f8d84c35f92a69284,2025-12-01,2025,49,2020,49,False,2020-11-16,2020-12-20,5,0,False,,,,"{""low_testing"":4,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2025-12-01,2025,49,2021,49,False,2021-11-22,2021-12-26,5,5,True,107.0,1306.0,0.08192955589586524,{}
LBN,3c1f8d84c35f92a69284,2025-12-01,2025,49,2022,49,False,2022-11-21,2022-12-25,5,0,False,,,,"{""low_testing"":4,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2025-12-01,2025,49,2023,49,False,2023-11-20,2023-12-24,5,4,True,176.0,548.0,0.32116788321167883,"{""low_testing"":1}"
LBN,3c1f8d84c35f92a69284,2025-12-01,2025,49,2024,49,False,2024-11-18,2024-12-22,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
LBN,3c1f8d84c35f92a69284,2025-12-08,2025,50,2020,50,False,2020-11-23,2020-12-27,5,0,False,,,,"{""low_testing"":5}"
LBN,3c1f8d84c35f92a69284,2025-12-08,2025,50,2021,50,False,2021-11-29,2022-01-02,5,5,True,99.0,1081.0,0.09158186864014801,{}
LBN,3c1f8d84c35f92a69284,2025-12-08,2025,50,2022,50,False,2022-11-28,2023-01-01,5,1,False,34.0,104.0,,"{""low_testing"":3,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2025-12-08,2025,50,2023,50,False,2023-11-27,2023-12-31,5,4,True,176.0,548.0,0.32116788321167883,"{""low_testing"":1}"
LBN,3c1f8d84c35f92a69284,2025-12-08,2025,50,2024,50,False,2024-11-25,2024-12-29,5,0,False,,,,"{""low_testing"":2,""unobserved_week"":3}"
LBN,3c1f8d84c35f92a69284,2025-12-15,2025,51,2020,51,False,2020-11-30,2021-01-03,5,0,False,,,,"{""low_testing"":4,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2025-12-15,2025,51,2021,51,False,2021-12-06,2022-01-09,5,5,True,88.0,1111.0,0.07920792079207921,{}
LBN,3c1f8d84c35f92a69284,2025-12-15,2025,51,2022,51,False,2022-12-05,2023-01-08,5,2,False,62.0,218.0,,"{""low_testing"":2,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2025-12-15,2025,51,2023,51,False,2023-12-04,2024-01-07,5,4,True,221.0,558.0,0.3960573476702509,"{""low_testing"":1}"
LBN,3c1f8d84c35f92a69284,2025-12-15,2025,51,2024,51,False,2024-12-02,2025-01-05,5,0,False,,,,"{""low_testing"":2,""not_strictly_prior_target_iso_year"":1,""unobserved_week"":2}"
LBN,3c1f8d84c35f92a69284,2025-12-22,2025,52,2020,52,False,2020-12-07,2021-01-10,5,0,False,,,,"{""low_testing"":4,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2025-12-22,2025,52,2021,52,False,2021-12-13,2022-01-16,5,5,True,61.0,1097.0,0.05560619872379216,{}
LBN,3c1f8d84c35f92a69284,2025-12-22,2025,52,2022,52,False,2022-12-12,2023-01-15,5,3,False,87.0,361.0,,"{""low_testing"":1,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2025-12-22,2025,52,2023,52,False,2023-12-11,2024-01-14,5,4,True,235.0,561.0,0.41889483065953653,"{""low_testing"":1}"
LBN,3c1f8d84c35f92a69284,2025-12-22,2025,52,2024,52,False,2024-12-09,2025-01-12,5,0,False,,,,"{""low_testing"":1,""not_strictly_prior_target_iso_year"":2,""unobserved_week"":2}"
LBN,3c1f8d84c35f92a69284,2025-12-29,2026,1,2021,1,False,2020-12-21,2021-01-24,5,0,False,,,,"{""low_testing"":4,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2025-12-29,2026,1,2022,1,False,2021-12-20,2022-01-23,5,5,True,50.0,1365.0,0.03663003663003663,{}
LBN,3c1f8d84c35f92a69284,2025-12-29,2026,1,2023,1,False,2022-12-19,2023-01-22,5,3,False,87.0,361.0,,"{""low_testing"":1,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2025-12-29,2026,1,2024,1,False,2023-12-18,2024-01-21,5,4,True,204.0,549.0,0.37158469945355194,"{""low_testing"":1}"
LBN,3c1f8d84c35f92a69284,2025-12-29,2026,1,2025,1,False,2024-12-16,2025-01-19,5,0,False,,,,"{""low_testing"":3,""unobserved_week"":2}"
LBN,3c1f8d84c35f92a69284,2026-01-05,2026,2,2021,2,False,2020-12-28,2021-01-31,5,0,False,,,,"{""low_testing"":4,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2026-01-05,2026,2,2022,2,False,2021-12-27,2022-01-30,5,5,True,29.0,1747.0,0.01659988551803091,{}
LBN,3c1f8d84c35f92a69284,2026-01-05,2026,2,2023,2,False,2022-12-26,2023-01-29,5,3,False,87.0,361.0,,"{""low_testing"":1,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2026-01-05,2026,2,2024,2,False,2023-12-25,2024-01-28,5,3,False,131.0,379.0,,"{""low_testing"":2}"
LBN,3c1f8d84c35f92a69284,2026-01-05,2026,2,2025,2,False,2024-12-23,2025-01-26,5,0,False,,,,"{""low_testing"":4,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2026-01-12,2026,3,2021,3,False,2021-01-04,2021-02-07,5,0,False,,,,"{""low_testing"":5}"
LBN,3c1f8d84c35f92a69284,2026-01-12,2026,3,2022,3,False,2022-01-03,2022-02-06,5,5,True,13.0,1811.0,0.00717835450027609,{}
LBN,3c1f8d84c35f92a69284,2026-01-12,2026,3,2023,3,False,2023-01-02,2023-02-05,5,2,False,53.0,257.0,,"{""low_testing"":2,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2026-01-12,2026,3,2024,3,False,2024-01-01,2024-02-04,5,3,False,131.0,379.0,,"{""low_testing"":2}"
LBN,3c1f8d84c35f92a69284,2026-01-12,2026,3,2025,3,False,2024-12-30,2025-02-02,5,0,False,,,,"{""low_testing"":4,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2026-01-19,2026,4,2021,4,False,2021-01-11,2021-02-14,5,0,False,,,,"{""low_testing"":5}"
LBN,3c1f8d84c35f92a69284,2026-01-19,2026,4,2022,4,False,2022-01-10,2022-02-13,5,5,True,9.0,2020.0,0.004455445544554455,{}
LBN,3c1f8d84c35f92a69284,2026-01-19,2026,4,2023,4,False,2023-01-09,2023-02-12,5,1,False,25.0,143.0,,"{""low_testing"":2,""unobserved_week"":2}"
LBN,3c1f8d84c35f92a69284,2026-01-19,2026,4,2024,4,False,2024-01-08,2024-02-11,5,3,False,81.0,339.0,,"{""low_testing"":2}"
LBN,3c1f8d84c35f92a69284,2026-01-19,2026,4,2025,4,False,2025-01-06,2025-02-09,5,1,False,20.0,100.0,,"{""low_testing"":4}"
LBN,3c1f8d84c35f92a69284,2026-01-26,2026,5,2021,5,False,2021-01-18,2021-02-21,5,0,False,,,,"{""low_testing"":5}"
LBN,3c1f8d84c35f92a69284,2026-01-26,2026,5,2022,5,False,2022-01-17,2022-02-20,5,5,True,6.0,2106.0,0.002849002849002849,{}
LBN,3c1f8d84c35f92a69284,2026-01-26,2026,5,2023,5,False,2023-01-16,2023-02-19,5,0,False,,,,"{""low_testing"":2,""unobserved_week"":3}"
LBN,3c1f8d84c35f92a69284,2026-01-26,2026,5,2024,5,False,2024-01-15,2024-02-18,5,2,False,37.0,210.0,,"{""low_testing"":3}"
LBN,3c1f8d84c35f92a69284,2026-01-26,2026,5,2025,5,False,2025-01-13,2025-02-16,5,1,False,20.0,100.0,,"{""low_testing"":4}"
LBN,3c1f8d84c35f92a69284,2026-02-02,2026,6,2021,6,False,2021-01-25,2021-02-28,5,0,False,,,,"{""low_testing"":5}"
LBN,3c1f8d84c35f92a69284,2026-02-02,2026,6,2022,6,False,2022-01-24,2022-02-27,5,5,True,4.0,1969.0,0.002031488065007618,{}
LBN,3c1f8d84c35f92a69284,2026-02-02,2026,6,2023,6,False,2023-01-23,2023-02-26,5,0,False,,,,"{""low_testing"":2,""unobserved_week"":3}"
LBN,3c1f8d84c35f92a69284,2026-02-02,2026,6,2024,6,False,2024-01-22,2024-02-25,5,2,False,44.0,232.0,,"{""low_testing"":3}"
LBN,3c1f8d84c35f92a69284,2026-02-02,2026,6,2025,6,False,2025-01-20,2025-02-23,5,1,False,20.0,100.0,,"{""low_testing"":4}"
LBN,3c1f8d84c35f92a69284,2026-02-09,2026,7,2021,7,False,2021-02-01,2021-03-07,5,0,False,,,,"{""low_testing"":5}"
LBN,3c1f8d84c35f92a69284,2026-02-09,2026,7,2022,7,False,2022-01-31,2022-03-06,5,4,True,2.0,1360.0,0.0014705882352941176,"{""low_testing"":1}"
LBN,3c1f8d84c35f92a69284,2026-02-09,2026,7,2023,7,False,2023-01-30,2023-03-05,5,0,False,,,,"{""low_testing"":2,""unobserved_week"":3}"
LBN,3c1f8d84c35f92a69284,2026-02-09,2026,7,2024,7,False,2024-01-29,2024-03-03,5,3,False,58.0,332.0,,"{""low_testing"":2}"
LBN,3c1f8d84c35f92a69284,2026-02-09,2026,7,2025,7,False,2025-01-27,2025-03-02,5,1,False,20.0,100.0,,"{""low_testing"":4}"
LBN,3c1f8d84c35f92a69284,2026-02-16,2026,8,2021,8,False,2021-02-08,2021-03-14,5,0,False,,,,"{""low_testing"":5}"
LBN,3c1f8d84c35f92a69284,2026-02-16,2026,8,2022,8,False,2022-02-07,2022-03-13,5,4,True,3.0,1349.0,0.002223869532987398,"{""low_testing"":1}"
LBN,3c1f8d84c35f92a69284,2026-02-16,2026,8,2023,8,False,2023-02-06,2023-03-12,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
LBN,3c1f8d84c35f92a69284,2026-02-16,2026,8,2024,8,False,2024-02-05,2024-03-10,5,4,True,81.0,432.0,0.1875,"{""low_testing"":1}"
LBN,3c1f8d84c35f92a69284,2026-02-16,2026,8,2025,8,False,2025-02-03,2025-03-09,5,1,False,20.0,100.0,,"{""low_testing"":4}"
LBN,3c1f8d84c35f92a69284,2026-02-23,2026,9,2021,9,False,2021-02-15,2021-03-21,5,1,False,0.0,111.0,,"{""low_testing"":4}"
LBN,3c1f8d84c35f92a69284,2026-02-23,2026,9,2022,9,False,2022-02-14,2022-03-20,5,3,False,3.0,915.0,,"{""low_testing"":1,""unobserved_week"":1}"
LBN,3c1f8d84c35f92a69284,2026-02-23,2026,9,2023,9,False,2023-02-13,2023-03-19,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
LBN,3c1f8d84c35f92a69284,2026-02-23,2026,9,2024,9,False,2024-02-12,2024-03-17,5,4,True,96.0,424.0,0.22641509433962265,"{""low_testing"":1}"
LBN,3c1f8d84c35f92a69284,2026-02-23,2026,9,2025,9,False,2025-02-10,2025-03-16,5,0,False,,,,"{""low_testing"":5}"
LBN,3c1f8d84c35f92a69284,2026-03-02,2026,10,2021,10,False,2021-02-22,2021-03-28,5,2,False,0.0,212.0,,"{""low_testing"":3}"
LBN,3c1f8d84c35f92a69284,2026-03-02,2026,10,2022,10,False,2022-02-21,2022-03-27,5,2,False,1.0,498.0,,"{""low_testing"":1,""unobserved_week"":2}"
LBN,3c1f8d84c35f92a69284,2026-03-02,2026,10,2023,10,False,2023-02-20,2023-03-26,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
LBN,3c1f8d84c35f92a69284,2026-03-02,2026,10,2024,10,False,2024-02-19,2024-03-24,5,4,True,96.0,424.0,0.22641509433962265,"{""low_testing"":1}"
LBN,3c1f8d84c35f92a69284,2026-03-02,2026,10,2025,10,False,2025-02-17,2025-03-23,5,0,False,,,,"{""low_testing"":5}"
LBN,3c1f8d84c35f92a69284,2026-03-09,2026,11,2021,11,False,2021-03-01,2021-04-04,5,2,False,0.0,212.0,,"{""low_testing"":3}"
LBN,3c1f8d84c35f92a69284,2026-03-09,2026,11,2022,11,False,2022-02-28,2022-04-03,5,1,False,1.0,212.0,,"{""low_testing"":2,""unobserved_week"":2}"
LBN,3c1f8d84c35f92a69284,2026-03-09,2026,11,2023,11,False,2023-02-27,2023-04-02,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
LBN,3c1f8d84c35f92a69284,2026-03-09,2026,11,2024,11,False,2024-02-26,2024-03-31,5,3,False,68.0,300.0,,"{""low_testing"":2}"
LBN,3c1f8d84c35f92a69284,2026-03-09,2026,11,2025,11,False,2025-02-24,2025-03-30,5,0,False,,,,"{""low_testing"":5}"
LBN,3c1f8d84c35f92a69284,2026-03-16,2026,12,2021,12,False,2021-03-08,2021-04-11,5,2,False,0.0,212.0,,"{""low_testing"":3}"
LBN,3c1f8d84c35f92a69284,2026-03-16,2026,12,2022,12,False,2022-03-07,2022-04-10,5,1,False,1.0,212.0,,"{""low_testing"":2,""unobserved_week"":2}"
LBN,3c1f8d84c35f92a69284,2026-03-16,2026,12,2023,12,False,2023-03-06,2023-04-09,5,0,False,,,,"{""low_testing"":2,""unobserved_week"":3}"
LBN,3c1f8d84c35f92a69284,2026-03-16,2026,12,2024,12,False,2024-03-04,2024-04-07,5,2,False,54.0,200.0,,"{""low_testing"":3}"
LBN,3c1f8d84c35f92a69284,2026-03-16,2026,12,2025,12,False,2025-03-03,2025-04-06,5,0,False,,,,"{""low_testing"":5}"
LBN,3c1f8d84c35f92a69284,2026-03-23,2026,13,2021,13,False,2021-03-15,2021-04-18,5,2,False,0.0,212.0,,"{""low_testing"":3}"
LBN,3c1f8d84c35f92a69284,2026-03-23,2026,13,2022,13,False,2022-03-14,2022-04-17,5,0,False,,,,"{""low_testing"":3,""unobserved_week"":2}"
