portid,date,year,month,day,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId,source_observed,chokepoint,day_complete,reporting_lag_elapsed,usable,status,source_id,source_version,source_url,fetched_at,unit,provisional
chokepoint1,2024-04-28,2024,4,28,Suez Canal,13.0,10.0,2.0,0.0,12.0,25.0,37.0,260067.0,229024.0,19893.0,0.0,758830.0,508986.0,1267817.0,1169.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-04-29,2024,4,29,Suez Canal,11.0,8.0,5.0,1.0,10.0,25.0,35.0,339096.0,301728.0,12149.0,5645.0,456196.0,658620.0,1114816.0,1170.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-04-30,2024,4,30,Suez Canal,9.0,9.0,4.0,0.0,19.0,22.0,41.0,116389.0,347937.0,62912.0,0.0,936284.0,527239.0,1463524.0,1171.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-01,2024,5,1,Suez Canal,8.0,6.0,5.0,1.0,14.0,20.0,34.0,220856.0,420153.0,44472.0,5645.0,836527.0,691128.0,1527655.0,1172.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-02,2024,5,2,Suez Canal,8.0,16.0,2.0,0.0,10.0,26.0,36.0,160968.0,744450.0,7406.0,0.0,387408.0,912825.0,1300234.0,1173.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-03,2024,5,3,Suez Canal,10.0,7.0,5.0,0.0,13.0,22.0,35.0,234985.0,396967.0,19160.0,0.0,386943.0,651112.0,1038056.0,1174.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-04,2024,5,4,Suez Canal,8.0,16.0,7.0,0.0,13.0,31.0,44.0,223346.0,691472.0,39774.0,0.0,626237.0,954593.0,1580830.0,1175.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-05,2024,5,5,Suez Canal,8.0,11.0,3.0,1.0,7.0,23.0,30.0,102480.0,538002.0,9417.0,0.0,312764.0,649900.0,962665.0,1176.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-06,2024,5,6,Suez Canal,7.0,10.0,6.0,0.0,12.0,23.0,35.0,78542.0,508581.0,20133.0,0.0,489396.0,607257.0,1096654.0,1177.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-07,2024,5,7,Suez Canal,8.0,5.0,6.0,0.0,23.0,19.0,42.0,173591.0,149438.0,30587.0,0.0,912438.0,353617.0,1266055.0,1178.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-08,2024,5,8,Suez Canal,9.0,12.0,4.0,2.0,17.0,27.0,44.0,250516.0,338350.0,56679.0,6228.0,815744.0,651773.0,1467517.0,1179.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-09,2024,5,9,Suez Canal,9.0,15.0,5.0,1.0,19.0,30.0,49.0,250887.0,374959.0,26045.0,442.0,577455.0,652335.0,1229791.0,1180.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-10,2024,5,10,Suez Canal,9.0,10.0,6.0,1.0,20.0,26.0,46.0,152241.0,545993.0,34235.0,2743.0,937240.0,735215.0,1672455.0,1181.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-11,2024,5,11,Suez Canal,8.0,13.0,4.0,0.0,16.0,25.0,41.0,107177.0,446228.0,6595.0,0.0,789084.0,560001.0,1349086.0,1182.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-12,2024,5,12,Suez Canal,7.0,15.0,3.0,0.0,17.0,25.0,42.0,111131.0,579577.0,16540.0,0.0,709585.0,707249.0,1416834.0,1183.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-13,2024,5,13,Suez Canal,8.0,24.0,8.0,2.0,17.0,42.0,59.0,195760.0,1202918.0,32863.0,3828.0,524365.0,1435370.0,1959736.0,1184.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-14,2024,5,14,Suez Canal,10.0,8.0,4.0,1.0,13.0,23.0,36.0,129324.0,415616.0,15178.0,4092.0,745882.0,564211.0,1310093.0,1185.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-15,2024,5,15,Suez Canal,8.0,11.0,4.0,1.0,14.0,24.0,38.0,247930.0,339659.0,10386.0,0.0,634180.0,597977.0,1232158.0,1186.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-16,2024,5,16,Suez Canal,6.0,11.0,8.0,0.0,19.0,25.0,44.0,80001.0,241795.0,19560.0,0.0,1156607.0,341357.0,1497965.0,1187.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-17,2024,5,17,Suez Canal,12.0,10.0,5.0,0.0,18.0,27.0,45.0,229745.0,533428.0,30614.0,0.0,537837.0,793787.0,1331625.0,1188.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-18,2024,5,18,Suez Canal,7.0,7.0,5.0,0.0,12.0,19.0,31.0,189693.0,279252.0,6615.0,0.0,721105.0,475561.0,1196667.0,1189.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-19,2024,5,19,Suez Canal,8.0,9.0,3.0,0.0,16.0,20.0,36.0,116514.0,276632.0,6292.0,0.0,950433.0,399440.0,1349873.0,1190.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-20,2024,5,20,Suez Canal,10.0,14.0,3.0,1.0,17.0,28.0,45.0,207215.0,535196.0,2702.0,5064.0,834705.0,750178.0,1584884.0,1191.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-21,2024,5,21,Suez Canal,8.0,10.0,5.0,2.0,19.0,25.0,44.0,128937.0,428129.0,15907.0,4302.0,866477.0,577277.0,1443755.0,1192.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-22,2024,5,22,Suez Canal,9.0,12.0,6.0,0.0,16.0,27.0,43.0,190760.0,285818.0,14412.0,0.0,690193.0,490991.0,1181184.0,1193.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-23,2024,5,23,Suez Canal,9.0,18.0,6.0,2.0,19.0,35.0,54.0,112492.0,764405.0,36799.0,5177.0,761747.0,918875.0,1680622.0,1194.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-24,2024,5,24,Suez Canal,10.0,16.0,2.0,0.0,15.0,28.0,43.0,307551.0,894685.0,6475.0,0.0,461888.0,1208713.0,1670601.0,1195.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-25,2024,5,25,Suez Canal,7.0,8.0,5.0,0.0,15.0,20.0,35.0,53268.0,344490.0,28835.0,0.0,236319.0,426594.0,662914.0,1196.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-26,2024,5,26,Suez Canal,9.0,14.0,5.0,0.0,16.0,28.0,44.0,165025.0,710190.0,42309.0,0.0,565221.0,917525.0,1482746.0,1197.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-27,2024,5,27,Suez Canal,9.0,16.0,3.0,0.0,7.0,28.0,35.0,203435.0,658730.0,7649.0,0.0,199935.0,869815.0,1069751.0,1198.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-28,2024,5,28,Suez Canal,9.0,16.0,4.0,0.0,8.0,29.0,37.0,329413.0,546788.0,10705.0,0.0,291264.0,886907.0,1178172.0,1199.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-29,2024,5,29,Suez Canal,9.0,10.0,2.0,1.0,16.0,22.0,38.0,249434.0,445806.0,5162.0,1528.0,673876.0,701932.0,1375808.0,1200.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-30,2024,5,30,Suez Canal,13.0,9.0,5.0,0.0,14.0,27.0,41.0,225222.0,425945.0,14822.0,0.0,739841.0,665990.0,1405831.0,1201.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-05-31,2024,5,31,Suez Canal,9.0,8.0,2.0,0.0,17.0,19.0,36.0,209865.0,290503.0,8751.0,0.0,803802.0,509121.0,1312924.0,1202.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-01,2024,6,1,Suez Canal,8.0,13.0,6.0,1.0,16.0,28.0,44.0,104665.0,580883.0,17114.0,2730.0,779139.0,705392.0,1484532.0,1203.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-02,2024,6,2,Suez Canal,11.0,14.0,6.0,1.0,15.0,32.0,47.0,322528.0,729482.0,19819.0,0.0,957232.0,1071831.0,2029063.0,1204.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-03,2024,6,3,Suez Canal,15.0,11.0,4.0,0.0,9.0,30.0,39.0,239204.0,493625.0,9159.0,0.0,532713.0,741989.0,1274703.0,1205.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-04,2024,6,4,Suez Canal,9.0,11.0,4.0,0.0,16.0,24.0,40.0,179696.0,405642.0,6975.0,0.0,878441.0,592314.0,1470756.0,1206.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-05,2024,6,5,Suez Canal,8.0,10.0,5.0,0.0,16.0,23.0,39.0,135749.0,359389.0,12027.0,0.0,664174.0,507166.0,1171340.0,1207.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-06,2024,6,6,Suez Canal,9.0,9.0,8.0,0.0,17.0,26.0,43.0,214872.0,453568.0,87557.0,0.0,751923.0,755999.0,1507922.0,1208.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-07,2024,6,7,Suez Canal,8.0,10.0,2.0,0.0,17.0,20.0,37.0,193924.0,507966.0,254.0,0.0,742113.0,702146.0,1444259.0,1209.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-08,2024,6,8,Suez Canal,8.0,14.0,6.0,0.0,9.0,28.0,37.0,68408.0,641380.0,14488.0,0.0,333286.0,724277.0,1057563.0,1210.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-09,2024,6,9,Suez Canal,9.0,13.0,4.0,0.0,17.0,26.0,43.0,269711.0,694951.0,17672.0,0.0,806090.0,982335.0,1788426.0,1211.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-10,2024,6,10,Suez Canal,8.0,9.0,8.0,2.0,17.0,27.0,44.0,117409.0,333422.0,16799.0,8154.0,496093.0,475785.0,971879.0,1212.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-11,2024,6,11,Suez Canal,8.0,11.0,6.0,0.0,13.0,25.0,38.0,88021.0,349701.0,31442.0,0.0,267143.0,469164.0,736308.0,1213.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-12,2024,6,12,Suez Canal,10.0,13.0,2.0,1.0,20.0,26.0,46.0,191920.0,597256.0,14610.0,0.0,670411.0,803787.0,1474198.0,1214.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-13,2024,6,13,Suez Canal,9.0,10.0,4.0,0.0,16.0,23.0,39.0,232124.0,446832.0,34774.0,0.0,1115463.0,713731.0,1829194.0,1215.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-14,2024,6,14,Suez Canal,8.0,18.0,3.0,0.0,13.0,29.0,42.0,186004.0,1003390.0,22755.0,0.0,467796.0,1212150.0,1679947.0,1216.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-15,2024,6,15,Suez Canal,10.0,10.0,4.0,0.0,15.0,24.0,39.0,152446.0,656452.0,9338.0,0.0,496799.0,818238.0,1315037.0,1217.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-16,2024,6,16,Suez Canal,7.0,5.0,6.0,0.0,13.0,18.0,31.0,102738.0,126797.0,32208.0,0.0,735980.0,261744.0,997725.0,1218.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-17,2024,6,17,Suez Canal,4.0,9.0,3.0,1.0,18.0,17.0,35.0,91159.0,465154.0,18535.0,3706.0,1023918.0,578555.0,1602474.0,1219.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-18,2024,6,18,Suez Canal,8.0,11.0,2.0,0.0,12.0,21.0,33.0,178885.0,337952.0,3491.0,0.0,480533.0,520329.0,1000862.0,1220.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint1,2024-06-19,2024,6,19,Suez Canal,13.0,6.0,7.0,0.0,15.0,26.0,41.0,351969.0,317213.0,30743.0,0.0,872829.0,699926.0,1572755.0,1221.0,True,Suez Canal,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
