portid,date,year,month,day,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId,source_observed,chokepoint,day_complete,reporting_lag_elapsed,usable,status,source_id,source_version,source_url,fetched_at,unit,provisional
chokepoint4,2022-08-05,2022,8,5,Bab el-Mandeb Strait,19.0,22.0,4.0,4.0,29.0,49.0,78.0,1145172.0,1005657.0,30193.0,8321.0,1356993.0,2189344.0,3546337.0,9710.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-06,2022,8,6,Bab el-Mandeb Strait,20.0,18.0,2.0,2.0,30.0,42.0,72.0,945612.0,945156.0,5505.0,13144.0,1761498.0,1909420.0,3670918.0,9711.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-07,2022,8,7,Bab el-Mandeb Strait,20.0,8.0,10.0,4.0,22.0,42.0,64.0,1389892.0,417764.0,60645.0,0.0,1120550.0,1868302.0,2988853.0,9712.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-08,2022,8,8,Bab el-Mandeb Strait,20.0,22.0,3.0,5.0,15.0,50.0,65.0,971673.0,856439.0,36537.0,24131.0,637959.0,1888781.0,2526741.0,9713.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-09,2022,8,9,Bab el-Mandeb Strait,26.0,22.0,2.0,4.0,23.0,54.0,77.0,1358403.0,1414914.0,27042.0,7415.0,798222.0,2807776.0,3605998.0,9714.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-10,2022,8,10,Bab el-Mandeb Strait,13.0,17.0,5.0,2.0,21.0,37.0,58.0,709732.0,778157.0,8233.0,7566.0,1741410.0,1503689.0,3245100.0,9715.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-11,2022,8,11,Bab el-Mandeb Strait,20.0,20.0,2.0,6.0,19.0,48.0,67.0,926449.0,1091745.0,8600.0,24712.0,1198419.0,2051507.0,3249926.0,9716.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-12,2022,8,12,Bab el-Mandeb Strait,18.0,23.0,4.0,4.0,24.0,49.0,73.0,1299133.0,1084929.0,24848.0,16190.0,1189975.0,2425102.0,3615078.0,9717.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-13,2022,8,13,Bab el-Mandeb Strait,27.0,24.0,5.0,2.0,14.0,58.0,72.0,1319981.0,1079314.0,17362.0,3234.0,956758.0,2419892.0,3376650.0,9718.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-14,2022,8,14,Bab el-Mandeb Strait,17.0,19.0,3.0,2.0,24.0,41.0,65.0,1037324.0,1082244.0,21112.0,7047.0,936029.0,2147729.0,3083759.0,9719.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-15,2022,8,15,Bab el-Mandeb Strait,24.0,11.0,4.0,3.0,18.0,42.0,60.0,1079587.0,418974.0,17777.0,9078.0,859292.0,1525417.0,2384709.0,9720.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-16,2022,8,16,Bab el-Mandeb Strait,10.0,17.0,8.0,4.0,26.0,39.0,65.0,621213.0,849063.0,52194.0,12578.0,1066366.0,1535049.0,2601416.0,9721.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-17,2022,8,17,Bab el-Mandeb Strait,16.0,19.0,7.0,2.0,29.0,44.0,73.0,1064356.0,819029.0,25118.0,3648.0,1878761.0,1912153.0,3790915.0,9722.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-18,2022,8,18,Bab el-Mandeb Strait,22.0,22.0,5.0,2.0,23.0,51.0,74.0,1082940.0,1334798.0,40284.0,15357.0,1465670.0,2473381.0,3939052.0,9723.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-19,2022,8,19,Bab el-Mandeb Strait,22.0,15.0,8.0,3.0,23.0,48.0,71.0,771875.0,863110.0,39187.0,15387.0,1078480.0,1689560.0,2768041.0,9724.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-20,2022,8,20,Bab el-Mandeb Strait,15.0,12.0,8.0,6.0,22.0,41.0,63.0,937164.0,470393.0,37925.0,35448.0,1307628.0,1480931.0,2788560.0,9725.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-21,2022,8,21,Bab el-Mandeb Strait,24.0,28.0,3.0,5.0,19.0,60.0,79.0,1272787.0,1622287.0,30093.0,23121.0,968265.0,2948290.0,3916555.0,9726.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-22,2022,8,22,Bab el-Mandeb Strait,24.0,23.0,0.0,2.0,28.0,49.0,77.0,1178692.0,1332915.0,0.0,10458.0,1342525.0,2522065.0,3864590.0,9727.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-23,2022,8,23,Bab el-Mandeb Strait,17.0,14.0,4.0,6.0,18.0,41.0,59.0,777518.0,571453.0,16842.0,13445.0,765524.0,1379259.0,2144784.0,9728.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-24,2022,8,24,Bab el-Mandeb Strait,18.0,23.0,4.0,5.0,30.0,50.0,80.0,1007103.0,1204751.0,27762.0,24580.0,1324898.0,2264199.0,3589097.0,9729.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-25,2022,8,25,Bab el-Mandeb Strait,14.0,14.0,4.0,4.0,26.0,36.0,62.0,673288.0,441027.0,25971.0,10443.0,865477.0,1150730.0,2016208.0,9730.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-26,2022,8,26,Bab el-Mandeb Strait,22.0,16.0,5.0,4.0,22.0,47.0,69.0,1267496.0,867845.0,22688.0,6290.0,1328359.0,2164320.0,3492679.0,9731.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-27,2022,8,27,Bab el-Mandeb Strait,21.0,16.0,8.0,1.0,22.0,46.0,68.0,1255683.0,934634.0,49833.0,4358.0,966689.0,2244510.0,3211199.0,9732.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-28,2022,8,28,Bab el-Mandeb Strait,17.0,21.0,8.0,5.0,29.0,51.0,80.0,879301.0,1426458.0,17235.0,21560.0,1258387.0,2344556.0,3602943.0,9733.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-29,2022,8,29,Bab el-Mandeb Strait,21.0,17.0,5.0,5.0,19.0,48.0,67.0,1123237.0,942886.0,55662.0,28659.0,1077902.0,2150445.0,3228348.0,9734.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-30,2022,8,30,Bab el-Mandeb Strait,24.0,17.0,4.0,4.0,32.0,49.0,81.0,1332287.0,1013269.0,35819.0,13748.0,1149045.0,2395125.0,3544170.0,9735.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-08-31,2022,8,31,Bab el-Mandeb Strait,13.0,18.0,5.0,2.0,26.0,38.0,64.0,628242.0,768980.0,40146.0,2961.0,1188050.0,1440330.0,2628381.0,9736.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-01,2022,9,1,Bab el-Mandeb Strait,17.0,29.0,4.0,1.0,22.0,51.0,73.0,930657.0,1310036.0,21621.0,8386.0,1824004.0,2270701.0,4094705.0,9737.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-02,2022,9,2,Bab el-Mandeb Strait,17.0,20.0,11.0,3.0,26.0,51.0,77.0,963121.0,872817.0,56306.0,11274.0,1596038.0,1903519.0,3499558.0,9738.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-03,2022,9,3,Bab el-Mandeb Strait,19.0,20.0,7.0,3.0,25.0,49.0,74.0,1101725.0,1213266.0,67123.0,8773.0,1666486.0,2390889.0,4057376.0,9739.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-04,2022,9,4,Bab el-Mandeb Strait,21.0,18.0,4.0,2.0,27.0,45.0,72.0,1140104.0,629818.0,18810.0,11430.0,1384363.0,1800163.0,3184526.0,9740.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-05,2022,9,5,Bab el-Mandeb Strait,16.0,15.0,2.0,8.0,29.0,41.0,70.0,792204.0,633092.0,14159.0,28514.0,1164016.0,1467971.0,2631988.0,9741.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-06,2022,9,6,Bab el-Mandeb Strait,17.0,16.0,11.0,3.0,26.0,47.0,73.0,1183389.0,951765.0,63632.0,19556.0,771659.0,2218343.0,2990002.0,9742.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-07,2022,9,7,Bab el-Mandeb Strait,16.0,14.0,8.0,7.0,24.0,45.0,69.0,454455.0,815912.0,60678.0,30397.0,1811433.0,1361444.0,3172877.0,9743.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-08,2022,9,8,Bab el-Mandeb Strait,18.0,23.0,5.0,6.0,21.0,52.0,73.0,752529.0,1072328.0,24202.0,21806.0,817977.0,1870865.0,2688843.0,9744.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-09,2022,9,9,Bab el-Mandeb Strait,23.0,15.0,4.0,4.0,20.0,46.0,66.0,1405221.0,853270.0,24708.0,16806.0,869419.0,2300007.0,3169426.0,9745.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-10,2022,9,10,Bab el-Mandeb Strait,17.0,13.0,4.0,2.0,36.0,36.0,72.0,1098139.0,799477.0,36493.0,11215.0,2044031.0,1945325.0,3989357.0,9746.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-11,2022,9,11,Bab el-Mandeb Strait,20.0,15.0,5.0,3.0,25.0,43.0,68.0,1093527.0,588465.0,34729.0,14416.0,1515137.0,1731139.0,3246276.0,9747.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-12,2022,9,12,Bab el-Mandeb Strait,13.0,17.0,4.0,2.0,24.0,36.0,60.0,717328.0,745387.0,29663.0,3577.0,1054291.0,1495956.0,2550247.0,9748.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-13,2022,9,13,Bab el-Mandeb Strait,16.0,14.0,4.0,8.0,19.0,42.0,61.0,875386.0,698944.0,4402.0,34518.0,972491.0,1613251.0,2585743.0,9749.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-14,2022,9,14,Bab el-Mandeb Strait,19.0,20.0,5.0,5.0,24.0,49.0,73.0,868153.0,1074003.0,41854.0,16239.0,1235124.0,2000249.0,3235374.0,9750.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-15,2022,9,15,Bab el-Mandeb Strait,23.0,20.0,5.0,1.0,22.0,49.0,71.0,1171794.0,1304863.0,64446.0,0.0,1012756.0,2541104.0,3553860.0,9751.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-16,2022,9,16,Bab el-Mandeb Strait,21.0,22.0,9.0,3.0,30.0,55.0,85.0,884675.0,1368638.0,42303.0,7502.0,1243399.0,2303120.0,3546519.0,9752.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-17,2022,9,17,Bab el-Mandeb Strait,15.0,21.0,6.0,2.0,25.0,44.0,69.0,899299.0,1083248.0,45905.0,3686.0,1366246.0,2032140.0,3398387.0,9753.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-18,2022,9,18,Bab el-Mandeb Strait,20.0,16.0,11.0,5.0,19.0,52.0,71.0,975496.0,638075.0,34181.0,13270.0,875121.0,1661023.0,2536145.0,9754.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-19,2022,9,19,Bab el-Mandeb Strait,19.0,17.0,3.0,3.0,25.0,42.0,67.0,1019542.0,580193.0,15189.0,22048.0,921183.0,1636974.0,2558157.0,9755.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-20,2022,9,20,Bab el-Mandeb Strait,16.0,24.0,6.0,5.0,17.0,51.0,68.0,921009.0,1558470.0,23728.0,10437.0,268062.0,2513646.0,2781708.0,9756.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-21,2022,9,21,Bab el-Mandeb Strait,24.0,15.0,6.0,6.0,25.0,51.0,76.0,1080782.0,587292.0,50486.0,28770.0,1549125.0,1747331.0,3296457.0,9757.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-22,2022,9,22,Bab el-Mandeb Strait,11.0,26.0,5.0,5.0,30.0,47.0,77.0,374845.0,1273460.0,49449.0,19761.0,1100993.0,1717515.0,2818509.0,9758.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-23,2022,9,23,Bab el-Mandeb Strait,20.0,17.0,6.0,2.0,17.0,45.0,62.0,1207861.0,1000223.0,62246.0,10480.0,977755.0,2280812.0,3258567.0,9759.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
chokepoint4,2022-09-24,2022,9,24,Bab el-Mandeb Strait,12.0,13.0,3.0,4.0,31.0,32.0,63.0,697908.0,531052.0,10448.0,15369.0,1394773.0,1254778.0,2649552.0,9760.0,True,Bab el-Mandeb,True,True,True,available,imf_portwatch_daily_chokepoints,3da2b9ca97684916b75c4013f95d18ab; source edit 1788344084697,https://services9.arcgis.com/weJ1QsnbMYJlCHdG/arcgis/rest/services/Daily_Chokepoints_Data/FeatureServer/0,2026-09-09T11:33:50.886690+00:00,estimated_metric_tons,True
