country,period_start,period_end,metric,value,unit,numerator,denominator,frequency,source_id,source_version,source_url,published_at,fetched_at,provisional,dimensions,quality_note
ETH,2023-01-01,2023-12-31,conflict_nonstate_deaths,189.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP source-country territory"", ""population_denominator_compatible"": true, ""source_country_id"": 530, ""source_country_name"": ""Ethiopia""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2023-01-01,2023-12-31,conflict_total_deaths,2383.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP source-country territory"", ""population_denominator_compatible"": true, ""source_country_id"": 530, ""source_country_name"": ""Ethiopia""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2024-01-01,2024-12-31,conflict_battle_deaths,2886.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP source-country territory"", ""population_denominator_compatible"": true, ""source_country_id"": 530, ""source_country_name"": ""Ethiopia""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2024-01-01,2024-12-31,conflict_civilian_targeting_deaths,1065.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP source-country territory"", ""population_denominator_compatible"": true, ""source_country_id"": 530, ""source_country_name"": ""Ethiopia""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2024-01-01,2024-12-31,conflict_nonstate_deaths,208.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP source-country territory"", ""population_denominator_compatible"": true, ""source_country_id"": 530, ""source_country_name"": ""Ethiopia""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2024-01-01,2024-12-31,conflict_total_deaths,4159.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP source-country territory"", ""population_denominator_compatible"": true, ""source_country_id"": 530, ""source_country_name"": ""Ethiopia""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2025-01-01,2025-12-31,conflict_battle_deaths,4331.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP source-country territory"", ""population_denominator_compatible"": true, ""source_country_id"": 530, ""source_country_name"": ""Ethiopia""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2025-01-01,2025-12-31,conflict_civilian_targeting_deaths,824.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP source-country territory"", ""population_denominator_compatible"": true, ""source_country_id"": 530, ""source_country_name"": ""Ethiopia""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2025-01-01,2025-12-31,conflict_nonstate_deaths,303.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP source-country territory"", ""population_denominator_compatible"": true, ""source_country_id"": 530, ""source_country_name"": ""Ethiopia""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ETH,2025-01-01,2025-12-31,conflict_total_deaths,5458.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP source-country territory"", ""population_denominator_compatible"": true, ""source_country_id"": 530, ""source_country_name"": ""Ethiopia""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2000-01-01,2000-12-31,conflict_battle_deaths,102.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2000-01-01,2000-12-31,conflict_civilian_targeting_deaths,7.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2000-01-01,2000-12-31,conflict_nonstate_deaths,0.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2000-01-01,2000-12-31,conflict_total_deaths,109.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2001-01-01,2001-12-31,conflict_battle_deaths,253.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2001-01-01,2001-12-31,conflict_civilian_targeting_deaths,103.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2001-01-01,2001-12-31,conflict_nonstate_deaths,0.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2001-01-01,2001-12-31,conflict_total_deaths,356.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2002-01-01,2002-12-31,conflict_battle_deaths,627.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2002-01-01,2002-12-31,conflict_civilian_targeting_deaths,263.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2002-01-01,2002-12-31,conflict_nonstate_deaths,2.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2002-01-01,2002-12-31,conflict_total_deaths,892.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2003-01-01,2003-12-31,conflict_battle_deaths,314.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2003-01-01,2003-12-31,conflict_civilian_targeting_deaths,154.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2003-01-01,2003-12-31,conflict_nonstate_deaths,0.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2003-01-01,2003-12-31,conflict_total_deaths,468.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2004-01-01,2004-12-31,conflict_battle_deaths,431.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2004-01-01,2004-12-31,conflict_civilian_targeting_deaths,91.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2004-01-01,2004-12-31,conflict_nonstate_deaths,0.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2004-01-01,2004-12-31,conflict_total_deaths,522.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2005-01-01,2005-12-31,conflict_battle_deaths,146.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2005-01-01,2005-12-31,conflict_civilian_targeting_deaths,68.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2005-01-01,2005-12-31,conflict_nonstate_deaths,0.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2005-01-01,2005-12-31,conflict_total_deaths,214.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2006-01-01,2006-12-31,conflict_battle_deaths,477.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2006-01-01,2006-12-31,conflict_civilian_targeting_deaths,44.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2006-01-01,2006-12-31,conflict_nonstate_deaths,36.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2006-01-01,2006-12-31,conflict_total_deaths,557.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2007-01-01,2007-12-31,conflict_battle_deaths,286.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2007-01-01,2007-12-31,conflict_civilian_targeting_deaths,17.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2007-01-01,2007-12-31,conflict_nonstate_deaths,235.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2007-01-01,2007-12-31,conflict_total_deaths,538.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2008-01-01,2008-12-31,conflict_battle_deaths,708.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2008-01-01,2008-12-31,conflict_civilian_targeting_deaths,12.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2008-01-01,2008-12-31,conflict_nonstate_deaths,18.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2008-01-01,2008-12-31,conflict_total_deaths,738.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2009-01-01,2009-12-31,conflict_battle_deaths,709.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2009-01-01,2009-12-31,conflict_civilian_targeting_deaths,14.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2009-01-01,2009-12-31,conflict_nonstate_deaths,28.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2009-01-01,2009-12-31,conflict_total_deaths,751.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2010-01-01,2010-12-31,conflict_battle_deaths,65.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
ISR,2010-01-01,2010-12-31,conflict_civilian_targeting_deaths,10.0,deaths,,,annual,ucdp,26.1,https://ucdp.uu.se/downloads/organizedviolencecy/organizedviolencecy-261-csv.zip,,2026-09-07T11:32:05.412663+00:00,False,"{""geographic_scope"": ""UCDP Israel country unit includes Palestinian territories; not Israeli-nationality deaths"", ""population_denominator_compatible"": false, ""source_country_id"": 666, ""source_country_name"": ""Israel""}",UCDP territory-coded best estimate; not intensity-band floor. Israel/Palestine source unit and pre-2012 Sudan are excluded from unmatched WDI population rates.
