event_id,kind,catalog_date_td,global_type,element_source,greatest_td,delta_t_seconds,local_geometry_type,local_visible_type,visible,local_maximum_ut1,local_maximum_altitude_deg,local_maximum_azimuth_deg,local_magnitude,local_obscuration,full_local_partial_duration_seconds,visible_partial_duration_seconds,full_local_central_duration_seconds,visible_central_duration_seconds,visible_start_ut1,visible_end_ut1,maximum_at_horizon_flag,location_id,time_scale,prediction_status,full_penumbral_duration_seconds,visible_penumbral_duration_seconds,visible_penumbral_intervals_ut1,full_umbral_duration_seconds,visible_umbral_duration_seconds,visible_umbral_intervals_ut1,full_total_duration_seconds,visible_total_duration_seconds,visible_total_intervals_ut1,maximum_above_model_horizon,penumbral_magnitude,umbral_magnitude
lunar-09530,lunar,1947-11-28,N,LE1901,1947-11-28T08:34:28.646,28.2,N,none,False,1947-11-28T08:34:00.468,-35.43907460088985,,,,,,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,14299.451999999997,0,[],,,,,,,False,0.868,-0.13
lunar-09531,lunar,1948-04-23,P,LE1901,1948-04-23T13:39:17.971,28.4,P,none,False,1948-04-23T13:38:49.528,-32.43486766898468,,,,,,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,15455.412,0,[],2060.712,0,[],,,,False,1.017,0.023
solar-09394,solar,1948-05-09,A,SE1901,1948-05-09T02:26:03.638,28.4,P,none,False,,,,,,3630.7874501543984,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09532,lunar,1948-10-18,N,LE1901,1948-10-18T02:35:40.704,28.6,N,N,True,1948-10-18T02:35:12.068,14.459666020871655,,,,,,,,1948-10-18T00:15:22.448,1948-10-18T03:47:41.637,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,16780.932,12739.189453124985,"[[""1948-10-18T00:15:22.448"", ""1948-10-18T03:47:41.637""]]",,,,,,,True,1.014,-0.057
solar-09395,solar,1948-11-01,T,SE1901,1948-11-01T05:59:18.010,28.6,P,P,True,1948-11-01T04:07:16.049,1.6185307589451818,108.05482225984707,0.06337334142838567,0.019,2427.954067683532,1786.039325082697,,,1948-11-01T03:57:57.110,1948-11-01T04:27:43.149,0,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09533,lunar,1949-04-13,T,LE1901,1949-04-13T04:11:25.094,28.8,T,P,True,1949-04-13T04:10:56.316,-12.061318634849274,,,,,,,,1949-04-13T01:33:01.548,1949-04-13T03:13:41.597,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,18950.4,6040.0488281249845,"[[""1949-04-13T01:33:01.548"", ""1949-04-13T03:13:41.597""]]",12342.204000000002,2737.001953124996,"[[""1949-04-13T02:28:04.548"", ""1949-04-13T03:13:41.550""]]",5095.656,0,[],False,2.383,1.425
solar-09396,solar,1949-04-28,P,SE1901,1949-04-28T07:48:53.050,28.8,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09534,lunar,1949-10-07,T,LE1901,1949-10-07T02:56:55.104,29,T,T,True,1949-10-07T02:56:26.104,8.405757323252155,,,,,,,,1949-10-06T23:51:50.452,1949-10-07T03:39:02.786,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,22151.016,13632.33398437498,"[[""1949-10-06T23:51:50.452"", ""1949-10-07T03:39:02.786""]]",13372.92,9243.544921874996,"[[""1949-10-07T01:04:59.212"", ""1949-10-07T03:39:02.757""]]",4369.68,4369.68,"[[""1949-10-07T02:20:01.084"", ""1949-10-07T03:32:50.764""]]",True,2.312,1.224
solar-09397,solar,1949-10-21,P,SE1901,1949-10-21T21:13:00.624,29,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
solar-09398,solar,1950-03-18,A,SE1901,1950-03-18T15:32:01.277,29.2,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09535,lunar,1950-04-02,T,LE1901,1950-04-02T20:44:33.965,29.2,T,T,True,1950-04-02T20:44:04.772,49.752994166551545,,,,,,,,1950-04-02T18:10:48.536,1950-04-02T23:17:20.936,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,18392.4,18392.4,"[[""1950-04-02T18:10:48.536"", ""1950-04-02T23:17:20.936""]]",11375.028,11375.028,"[[""1950-04-02T19:09:18.536"", ""1950-04-02T22:18:53.564""]]",1614.204,1614.204,"[[""1950-04-02T20:30:38.444"", ""1950-04-02T20:57:32.648""]]",True,1.995,1.033
solar-09399,solar,1950-09-12,T,SE1901,1950-09-12T03:38:46.925,29.4,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09536,lunar,1950-09-26,T,LE1901,1950-09-26T04:17:11.472,29.4,T,P,True,1950-09-26T04:16:42.036,-10.122685621455123,,,,,,,,1950-09-26T01:21:43.356,1950-09-26T03:28:30.670,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,21003.48,7607.3144531249845,"[[""1950-09-26T01:21:43.356"", ""1950-09-26T03:28:30.670""]]",12585.24,3402.7441406250005,"[[""1950-09-26T02:31:47.904"", ""1950-09-26T03:28:30.648""]]",2655.9,0,[],False,2.133,1.078
solar-09400,solar,1951-03-07,A,SE1901,1951-03-07T20:53:39.926,29.5,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09537,lunar,1951-03-23,N,LE1901,1951-03-23T10:37:33.254,29.6,N,none,False,1951-03-23T10:37:03.640,-58.03987262042484,,,,,,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,12859.344,0,[],,,,,,,False,0.642,-0.366
lunar-09538,lunar,1951-08-17,N,LE1901,1951-08-17T03:14:38.688,29.7,N,N,True,1951-08-17T03:14:08.952,-2.356052210540183,,,,,,,,1951-08-17T02:27:13.932,1951-08-17T03:03:28.024,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,5616.216,2174.091796875,"[[""1951-08-17T02:27:13.932"", ""1951-08-17T03:03:28.024""]]",,,,,,,False,0.119,-0.846
solar-09401,solar,1951-09-01,A,SE1901,1951-09-01T12:51:51.178,29.7,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09539,lunar,1951-09-15,N,LE1901,1951-09-15T12:27:06.307,29.8,N,none,False,1951-09-15T12:26:36.536,-40.29114359392747,,,,,,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,14075.856,0,[],,,,,,,False,0.803,-0.193
lunar-09540,lunar,1952-02-11,P,LE1901,1952-02-11T00:39:47.578,29.9,P,P,True,1952-02-11T00:39:17.692,48.5413460653146,,,,,,,,1952-02-10T22:08:19.696,1952-02-11T03:10:14.788,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,18115.091999999997,18115.091999999997,"[[""1952-02-10T22:08:19.696"", ""1952-02-11T03:10:14.788""]]",4207.104,4207.104,"[[""1952-02-11T00:04:17.056"", ""1952-02-11T01:14:24.160""]]",,,,True,1.178,0.083
solar-09402,solar,1952-02-25,T,SE1901,1952-02-25T09:11:34.829,29.9,P,P,True,1952-02-25T09:42:44.558,48.757959448619204,176.39504119253058,0.7632689266748794,0.709,9591.345072799864,9591.345072799864,,,1952-02-25T08:22:03.787,1952-02-25T11:01:55.132,0,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09541,lunar,1952-08-05,P,LE1901,1952-08-05T19:47:54.816,30.1,P,P,True,1952-08-05T19:47:24.716,32.21722086004654,,,,,,,,1952-08-05T17:28:12.680,1952-08-05T22:06:34.916,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,16702.235999999997,16702.235999999997,"[[""1952-08-05T17:28:12.680"", ""1952-08-05T22:06:34.916""]]",8830.368,8830.368,"[[""1952-08-05T18:33:49.316"", ""1952-08-05T21:00:59.684""]]",,,,True,1.474,0.532
solar-09403,solar,1952-08-20,A,SE1901,1952-08-20T15:13:35.184,30.1,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09542,lunar,1953-01-29,T,LE1901,1953-01-29T23:47:48.538,30.3,T,T,True,1953-01-29T23:47:18.252,60.29803074392785,,,,,,,,1953-01-29T20:41:50.616,1953-01-30T02:52:47.976,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,22257.36,22257.36,"[[""1953-01-29T20:41:50.616"", ""1953-01-30T02:52:47.976""]]",13546.944000000001,13546.944000000001,"[[""1953-01-29T21:54:23.988"", ""1953-01-30T01:40:10.932""]]",5070.744,5070.744,"[[""1953-01-29T23:05:02.412"", ""1953-01-30T00:29:33.156""]]",True,2.429,1.331
solar-09404,solar,1953-02-14,P,SE1901,1953-02-14T00:59:29.789,30.3,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
solar-09405,solar,1953-07-11,P,SE1901,1953-07-11T02:44:14.266,30.5,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09543,lunar,1953-07-26,T,LE1901,1953-07-26T12:21:10.080,30.5,T,none,False,1953-07-26T12:20:39.616,-53.74758422568478,,,,,,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,19588.644,0,[],12942.072,0,[],6043.032,0,[],False,2.827,1.863
solar-09406,solar,1953-08-09,P,SE1901,1953-08-09T15:55:02.554,30.5,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
solar-09407,solar,1954-01-05,A,SE1901,1954-01-05T02:32:00.643,30.7,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09544,lunar,1954-01-19,T,LE1901,1954-01-19T02:32:21.034,30.7,T,T,True,1954-01-19T02:31:50.384,25.58035596310181,,,,,,,,1954-01-18T23:41:17.204,1954-01-19T04:41:39.616,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,20472.084000000003,18022.41210937497,"[[""1954-01-18T23:41:17.204"", ""1954-01-19T04:41:39.616""]]",12173.22,12173.22,"[[""1954-01-19T00:50:21.848"", ""1954-01-19T04:13:15.068""]]",1692.1439999999998,1692.1439999999998,"[[""1954-01-19T02:17:42.656"", ""1954-01-19T02:45:54.800""]]",True,2.085,1.032
solar-09408,solar,1954-06-30,T,SE1901,1954-06-30T12:32:37.565,30.8,P,P,True,1954-06-30T13:49:39.922,35.21792673195683,277.4586378373646,0.6777039454830464,0.603,7652.7672747795905,7652.7672747795905,,,1954-06-30T12:42:19.297,1954-06-30T14:49:52.064,0,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09545,lunar,1954-07-16,P,LE1901,1954-07-16T00:20:51.331,30.9,P,P,True,1954-07-16T00:20:20.424,24.643811743219374,,,,,,,,1954-07-15T21:49:32.904,1954-07-16T02:51:09.744,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,18096.839999999997,18096.839999999997,"[[""1954-07-15T21:49:32.904"", ""1954-07-16T02:51:09.744""]]",8454.779999999999,8454.779999999999,"[[""1954-07-15T23:09:57.732"", ""1954-07-16T01:30:52.512""]]",,,,True,1.42,0.405
solar-09409,solar,1954-12-25,A,SE1901,1954-12-25T07:36:42.451,31,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09546,lunar,1955-01-08,N,LE1901,1955-01-08T12:33:20.419,31.1,N,none,False,1955-01-08T12:32:49.312,-24.341110674196788,,,,,,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,14161.968,0,[],,,,,,,False,0.856,-0.142
lunar-09547,lunar,1955-06-05,N,LE1901,1955-06-05T14:23:22.934,31.2,N,none,False,1955-06-05T14:22:51.756,-28.14370627586721,,,,,,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,13937.939999999999,0,[],,,,,,,False,0.622,-0.45
solar-09410,solar,1955-06-20,T,SE1901,1955-06-20T04:10:42.067,31.2,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09548,lunar,1955-11-29,P,LE1901,1955-11-29T16:59:59.626,31.4,P,P,True,1955-11-29T16:59:28.240,29.742067666448932,,,,,,,,1955-11-29T14:52:59.368,1955-11-29T19:05:58.984,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,15179.615999999998,15179.615999999998,"[[""1955-11-29T14:52:59.368"", ""1955-11-29T19:05:58.984""]]",4450.103999999999,4450.103999999999,"[[""1955-11-29T16:22:25.348"", ""1955-11-29T17:36:35.452""]]",,,,True,1.092,0.119
solar-09411,solar,1955-12-14,A,SE1901,1955-12-14T07:02:25.181,31.4,P,P,True,1955-12-14T05:30:58.276,10.172968297309632,125.54025320587579,0.5384948296019257,0.42,9478.401151614557,8628.282148387765,,,1955-12-14T04:32:51.821,1955-12-14T06:56:40.104,0,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09549,lunar,1956-05-24,P,LE1901,1956-05-24T15:31:51.514,31.6,P,P,True,1956-05-24T15:31:19.928,-12.782987076602112,,,,,,,,1956-05-24T16:36:58.296,1956-05-24T18:25:37.640,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,20911.932,6519.344109375024,"[[""1956-05-24T16:36:58.296"", ""1956-05-24T18:25:37.640""]]",12267.108,2193.4654218750084,"[[""1956-05-24T16:36:58.307"", ""1956-05-24T17:13:31.772""]]",,,,False,2.017,0.965
solar-09412,solar,1956-06-08,T,SE1901,1956-06-08T21:20:39.322,31.6,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09550,lunar,1956-11-18,T,LE1901,1956-11-18T06:48:15.955,31.8,T,N,True,1956-11-18T06:47:44.184,-27.361552663333097,,,,,,,,1956-11-18T04:01:35.064,1956-11-18T04:04:30.347,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,19933.487999999998,175.28320312500085,"[[""1956-11-18T04:01:35.064"", ""1956-11-18T04:04:30.347""]]",12567.204000000002,0,[],4701.7080000000005,0,[],False,2.328,1.317
solar-09413,solar,1956-12-02,P,SE1901,1956-12-02T08:00:35.050,31.8,P,P,True,1956-12-02T07:06:21.560,26.399151882536792,143.00074878542978,0.3205016100079885,0.204,8492.258654642328,8492.258654642328,,,1956-12-02T05:59:24.182,1956-12-02T08:20:56.441,0,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
solar-09414,solar,1957-04-30,A,SE1901,1957-04-30T00:05:27.802,32,P,none,False,,,,,,5031.846863049885,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09551,lunar,1957-05-13,T,LE1901,1957-05-13T22:31:27.782,32,T,T,True,1957-05-13T22:30:55.768,37.536649958480226,,,,,,,,1957-05-13T19:43:29.644,1957-05-14T01:18:26.680,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,20097.036,20097.036,"[[""1957-05-13T19:43:29.644"", ""1957-05-14T01:18:26.680""]]",12695.795999999998,12695.795999999998,"[[""1957-05-13T20:45:06.268"", ""1957-05-14T00:16:42.064""]]",4658.616,4658.616,"[[""1957-05-13T21:52:05.380"", ""1957-05-13T23:09:43.996""]]",True,2.3,1.298
solar-09415,solar,1957-10-23,T,SE1901,1957-10-23T04:54:02.448,32.2,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09552,lunar,1957-11-07,T,LE1901,1957-11-07T14:27:29.779,32.2,T,P,True,1957-11-07T14:26:57.572,-4.020382356428886,,,,,,,,1957-11-07T14:46:00.969,1957-11-07T17:21:35.552,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,20960.784,9334.58282812501,"[[""1957-11-07T14:46:00.969"", ""1957-11-07T17:21:35.552""]]",12392.279999999999,5054.438203124994,"[[""1957-11-07T14:46:01.002"", ""1957-11-07T16:10:15.440""]]",1676.7,0,[],False,2.096,1.031
lunar-09553,lunar,1958-04-04,N,LE1901,1958-04-04T04:00:15.149,32.4,N,none,False,1958-04-04T03:59:42.720,-8.770841364758072,,,,,,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,1861.956,0,[],,,,,,,False,0.013,-0.942
solar-09416,solar,1958-04-19,A,SE1901,1958-04-19T03:27:16.675,32.4,P,none,False,,,,,,3673.6217370041895,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09554,lunar,1958-05-03,P,LE1901,1958-05-03T12:13:29.136,32.4,P,none,False,1958-05-03T12:12:56.700,-51.16504676203477,,,,,,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,14532.912,0,[],1262.4479999999999,0,[],,,,False,0.968,0.009
solar-09417,solar,1958-10-12,T,SE1901,1958-10-12T20:55:27.926,32.6,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09555,lunar,1958-10-27,N,LE1901,1958-10-27T15:27:49.939,32.6,N,N,True,1958-10-27T15:27:17.332,5.934786159695848,,,,,,,,1958-10-27T14:56:31.232,1958-10-27T17:36:15.460,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,15476.328000000001,9584.228390625003,"[[""1958-10-27T14:56:31.232"", ""1958-10-27T17:36:15.460""]]",,,,,,,True,0.782,-0.312
lunar-09556,lunar,1959-03-24,P,LE1901,1959-03-24T20:11:57.005,32.8,P,P,True,1959-03-24T20:11:24.212,48.83373158762058,,,,,,,,1959-03-24T17:57:20.372,1959-03-24T22:25:31.040,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,16090.668000000001,16090.668000000001,"[[""1959-03-24T17:57:20.372"", ""1959-03-24T22:25:31.040""]]",6572.160000000001,6572.160000000001,"[[""1959-03-24T19:16:41.624"", ""1959-03-24T21:06:13.784""]]",,,,True,1.238,0.264
solar-09418,solar,1959-04-08,A,SE1901,1959-04-08T03:24:08.237,32.8,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09557,lunar,1959-09-17,N,LE1901,1959-09-17T01:03:36.979,33,N,N,True,1959-09-17T01:03:03.972,29.243190987632925,,,,,,,,1959-09-16T22:49:01.356,1959-09-17T03:17:03.132,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,16081.776,16081.776,"[[""1959-09-16T22:49:01.356"", ""1959-09-17T03:17:03.132""]]",,,,,,,True,0.987,-0.05
solar-09419,solar,1959-10-02,T,SE1901,1959-10-02T12:27:00.086,33,P,P,True,1959-10-02T13:19:46.370,24.89813835252092,248.62086659454258,0.4099544095838195,0.297,7066.282810426951,7066.282810426951,,,1959-10-02T12:18:04.074,1959-10-02T14:15:50.357,0,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09558,lunar,1960-03-13,T,LE1901,1960-03-13T08:28:20.842,33.3,T,none,False,1960-03-13T08:27:47.592,-51.17827302173898,,,,,,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,20687.256,0,[],13162.68,0,[],5638.7519999999995,0,[],False,2.542,1.514
solar-09420,solar,1960-03-27,P,SE1901,1960-03-27T07:25:07.450,33.3,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09559,lunar,1960-09-05,T,LE1901,1960-09-05T11:21:50.918,33.5,T,none,False,1960-09-05T11:21:17.404,-55.55222798967829,,,,,,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,19604.340000000004,0,[],12649.679999999998,0,[],5200.02,0,[],False,2.403,1.424
solar-09421,solar,1960-09-20,P,SE1901,1960-09-20T22:59:55.738,33.5,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
solar-09422,solar,1961-02-15,T,SE1901,1961-02-15T08:19:48.230,33.6,P,P,True,1961-02-15T07:52:45.599,36.96589929304837,142.19514848504394,0.7798744416670448,0.73,9541.931078182552,9541.931078182552,,,1961-02-15T06:36:20.612,1961-02-15T09:15:22.543,0,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09560,lunar,1961-03-02,P,LE1901,1961-03-02T13:28:39.562,33.6,P,N,True,1961-03-02T13:28:05.976,-25.952935625506772,,,,,,,,1961-03-02T15:40:25.872,1961-03-02T16:21:52.944,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,20857.823999999997,2487.072046875028,"[[""1961-03-02T15:40:25.872"", ""1961-03-02T16:21:52.944""]]",11571.372,0,[],,,,False,1.883,0.801
solar-09423,solar,1961-08-11,A,SE1901,1961-08-11T10:46:46.906,33.8,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09561,lunar,1961-08-26,P,LE1901,1961-08-26T03:08:51.187,33.8,P,P,True,1961-08-26T03:08:17.380,0.11985108777642026,,,,,,,,1961-08-26T00:37:36.376,1961-08-26T03:10:21.581,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,18081.576,9165.205078124987,"[[""1961-08-26T00:37:36.376"", ""1961-08-26T03:10:21.581""]]",11157.660000000002,5703.603515625,"[[""1961-08-26T01:35:17.956"", ""1961-08-26T03:10:21.560""]]",,,,True,1.933,0.986
solar-09424,solar,1962-02-05,T,SE1901,1962-02-05T00:12:37.814,34,P,none,False,,,,,,4872.183853763432,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09562,lunar,1962-02-19,N,LE1901,1962-02-19T13:03:42.250,34.1,N,none,False,1962-02-19T13:03:08.164,-27.584284772620993,,,,,,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,13916.159999999998,0,[],,,,,,,False,0.612,-0.487
lunar-09563,lunar,1962-07-17,N,LE1901,1962-07-17T11:54:48.701,34.3,N,none,False,1962-07-17T11:54:14.408,-59.18577670587929,,,,,,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,10095.984,0,[],,,,,,,False,0.392,-0.583
solar-09425,solar,1962-07-31,A,SE1901,1962-07-31T12:25:32.563,34.3,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09564,lunar,1962-08-15,N,LE1901,1962-08-15T19:57:29.808,34.3,N,N,True,1962-08-15T19:56:55.472,35.57391203024728,,,,,,,,1962-08-15T18:17:52.016,1962-08-15T21:36:04.580,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,11892.564,11892.564,"[[""1962-08-15T18:17:52.016"", ""1962-08-15T21:36:04.580""]]",,,,,,,True,0.596,-0.362
lunar-09565,lunar,1963-01-09,N,LE1901,1963-01-09T23:19:42.355,34.5,N,N,True,1963-01-09T23:19:07.848,66.29278440287018,,,,,,,,1963-01-09T21:06:27.276,1963-01-10T01:31:43.740,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,15916.464,15916.464,"[[""1963-01-09T21:06:27.276"", ""1963-01-10T01:31:43.740""]]",,,,,,,True,1.018,-0.018
solar-09426,solar,1963-01-25,A,SE1901,1963-01-25T13:37:11.654,34.5,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09566,lunar,1963-07-06,P,LE1901,1963-07-06T22:02:58.618,34.8,P,P,True,1963-07-06T22:02:23.868,35.172973509182626,,,,,,,,1963-07-06T19:18:46.848,1963-07-07T00:45:58.620,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,19631.772,19631.772,"[[""1963-07-06T19:18:46.848"", ""1963-07-07T00:45:58.620""]]",10794.060000000001,10794.060000000001,"[[""1963-07-06T20:32:29.880"", ""1963-07-06T23:32:23.940""]]",,,,True,1.736,0.706
solar-09427,solar,1963-07-20,T,SE1901,1963-07-20T20:36:13.190,34.8,P,none,False,,,,,,4953.734278575359,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09567,lunar,1963-12-30,T,LE1901,1963-12-30T11:07:25.190,35.1,T,none,False,1963-12-30T11:06:50.112,-32.485506744931726,,,,,,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,19197.072,0,[],12257.496000000001,0,[],4686.875999999999,0,[],False,2.321,1.335
solar-09428,solar,1964-01-14,P,SE1901,1964-01-14T20:30:08.237,35.1,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
solar-09429,solar,1964-06-10,P,SE1901,1964-06-10T04:34:07.018,35.4,none,none,False,,,,,,,0,,,,,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,,,,,,,,,,,,
lunar-09568,lunar,1964-06-25,T,LE1901,1964-06-25T01:06:49.651,35.4,T,T,True,1964-06-25T01:06:14.244,15.293901912991888,,,,,,,,1964-06-24T22:00:10.752,1964-06-25T02:38:42.832,,jerusalem_nasa_city_point,modeled UT1; not exact UTC,past model prediction; not a sighting record,22325.039999999997,16712.080078124978,"[[""1964-06-24T22:00:10.752"", ""1964-06-25T02:38:42.832""]]",13994.424,12545.41992187499,"[[""1964-06-24T23:09:37.392"", ""1964-06-25T02:38:42.812""]]",6046.848,6046.848,"[[""1964-06-25T00:15:51.036"", ""1964-06-25T01:56:37.884""]]",True,2.624,1.556
