country,month,official_fx,official_fx_log_yoy,official_fx_yoy_pct
LBN,2019-08,1511.31363636364,-0.00023979611430423217,-0.02397673655140098
LBN,2019-09,1510.76428571429,0.00023950065764679867,0.023952934021909122
LBN,2019-10,1511.70782608696,0.0006172581749854767,0.06174487180155008
LBN,2019-11,1513.74166666667,0.0016120474523333946,0.1613347499312967
LBN,2019-12,1511.6903030303,0.0018743475273138891,0.18761052146412105
LBN,2020-01,1512.66666666667,0.0019231119111903288,0.19249622768651165
LBN,2020-02,1513.4125,0.001658722139532023,0.16600985800390156
LBN,2020-03,1509.22727272727,-0.0009862143881807933,-0.09857282386001032
LBN,2020-04,1511.15909090909,0.00026608644235636276,0.026612184649388304
LBN,2020-05,1512.54761904762,0.0005838455417445719,0.058401601272750625
LBN,2020-06,1513.84090909091,0.0017104652999231024,0.17119289800999749
LBN,2020-07,1509.44565217391,-0.001172360497274379,-0.11716735511823062
LBN,2020-08,1512.08333333333,0.0005091603874932968,0.050929003164568165
LBN,2020-09,1513.80681818182,0.0020118776443178257,0.2013902828058578
LBN,2020-10,1512.23863636364,0.00035107121685052235,0.035113284956245217
LBN,2020-11,1513.85714285714,7.628235957997937e-05,0.007628526915315348
LBN,2020-12,1512.32608695652,0.0004204897418500925,0.04205781600541414
LBN,2021-01,1513.41666666667,0.0004956902588209737,0.04958131335390803
LBN,2021-02,1512.2,-0.0008014906501792292,-0.08011695423421061
LBN,2021-03,1514.71739130435,0.0036311012397821935,0.3637701674419791
LBN,2021-04,1515.25,0.0027034756106355325,0.2707133296236064
LBN,2021-05,1511.79190476191,-0.0004997549352438986,-0.049963007854636476
LBN,2021-06,1512.31818181818,-0.0010063763044194643,-0.10058700776188756
LBN,2021-07,1514.44181818182,0.0033044685711333638,0.33099343462379416
LBN,2021-08,1513.28454545455,0.0007940933020174597,0.07944086775772963
LBN,2021-09,1511.17204545455,-0.0017420111097195216,-0.17404946890346995
LBN,2021-10,1511.48396825397,-0.000499164919551313,-0.04990403574693936
LBN,2021-11,1509.93712121212,-0.0025927847589629163,-0.25894263956911523
LBN,2021-12,1511.05934782609,-0.0008379607773324366,-0.08376097862460297
LBN,2022-01,1510.67714285714,-0.0018117986620006306,-0.18101583455953918
LBN,2022-02,1510.3745,-0.0012079108203671097,-0.1207181589736872
LBN,2022-03,1509.46826086957,-0.0034714374776506044,-0.346541900483488
LBN,2022-04,1511.25071428571,-0.002642846256872525,-0.2639357013225485
LBN,2022-05,1511.06181818182,-0.0004830446069849596,-0.04829279597214908
LBN,2022-06,1509.40909090909,-0.0019254496155883245,-0.1923597126626042
LBN,2022-07,1508.18095238095,-0.004142676893593557,-0.4134107844688706
LBN,2022-08,1511.185,-0.0013883729098603415,-0.13874095660703079
LBN,2022-09,1511.38545454546,0.00014121093892477862,0.014122090965873468
LBN,2022-10,1513.83261904762,0.0015526647857919944,0.1553870793855161
LBN,2022-11,1517.66818181818,0.005107057648366065,0.5120120896063396
LBN,2022-12,1518.29818181818,0.004779130689736043,0.47905689491971604
LBN,2023-01,1517.37636363636,0.004424777630247255,0.44345814133057715
LBN,2023-02,15028.82375,2.297612307234359,895.0395580698695
LBN,2023-03,15027.8993478261,2.2981509863569425,895.5757094997728
LBN,2023-04,15043.2545,2.29799208914811,895.4175278659945
LBN,2023-05,15025.9089130435,2.2969633774193414,894.3940566987111
LBN,2023-06,15033.7461363636,2.2985791729318605,896.0020929322113
LBN,2023-07,15038.3376190476,2.2996985244297745,897.1175935690427
LBN,2023-08,15034.4189130435,2.297448055474863,894.8761344933612
LBN,2023-09,15045.5421428571,2.2980549944560766,895.480146881654
LBN,2023-10,15032.0568181818,2.295540448466362,892.9801108156028
LBN,2023-11,15030.1002272727,2.29287980619708,890.3416575068807
LBN,2023-12,15031.1469047619,2.2925344181619387,889.9996644112374
LBN,2024-01,15036.3810869565,2.293489903433317,890.946046564356
LBN,2024-02,48720.0073809524,1.1761198343429868,224.177115863458
LBN,2024-03,89539.3368253968,1.7847696162768063,495.82071155107474
LBN,2024-04,89533.1189393939,1.783678916106488,495.17120407285466
LBN,2024-05,89515.3297826087,1.7846339211286677,495.7398670565836
LBN,2024-06,89519.00425,1.7841535240839759,495.4537441168545
LBN,2024-07,89508.2586956522,1.7837281151884223,495.20048667002123
LBN,2024-08,89508.6656818182,1.7839932771102274,495.3583321013001
LBN,2024-09,89522.8076190476,1.783411682362931,495.0121754937805
LBN,2024-10,89535.762173913,1.7844530809139896,495.6321430718406
LBN,2024-11,89505.3835714286,1.7842439028839798,495.5075629437095
LBN,2024-12,89540.4479545455,1.7845659470874642,495.6993735865817
LBN,2025-01,89540.2432608696,1.7842154992435395,495.4906486012277
LBN,2025-02,89530.769,0.6084925790098419,83.76591838326158
LBN,2025-03,89547.8676190476,9.526971716067115e-05,0.009527425546429491
LBN,2025-04,89578.9263636364,0.000511494636373586,0.05116254720614055
LBN,2025-05,89590.295,0.0008371062813905528,0.08374567526407972
LBN,2025-06,89565.3952380952,0.0005180907914422583,0.051822502365683754
LBN,2025-07,89554.6230434783,0.0005178554975988267,0.05179896079059443
LBN,2025-08,89593.1123809524,0.0009430024235994564,0.09434471901792474
LBN,2025-09,89521.3004545455,-1.6835678295623777e-05,-0.0016835536576387256
LBN,2025-10,89560.6032608696,0.0002774047039490899,0.027744318419209435
LBN,2025-11,89598.675,0.0010417568172671357,0.10422996343784074
LBN,2025-12,89556.3913043478,0.00017804166628954997,0.017805751664767833
LBN,2026-01,89529.2556818182,-0.0001227185995387818,-0.012271106991945668
LBN,2026-02,89532.45,1.8775491800317012e-05,0.001877566806096631
LBN,2026-03,89576.00025,0.00031411370822214166,0.03141630470988588
LBN,2026-04,,,
LBN,2026-05,,,
LBN,2026-06,,,
LBN,2026-07,,,
LBN,2026-08,,,
UKR,2015-01,15.85727272727,,
UKR,2015-02,25.69675,,
UKR,2015-03,22.85090909091,,
UKR,2015-04,22.61604545455,,
UKR,2015-05,21.013,,
UKR,2015-06,21.211,,
UKR,2015-07,21.82417391304,,
UKR,2015-08,21.98270562771,,
UKR,2015-09,21.86319008264,,
UKR,2015-10,21.88218181818,,
UKR,2015-11,23.34223809524,,
UKR,2015-12,23.46273913043,,
UKR,2016-01,24.1399047619,0.42023802818983685,52.23238684913469
UKR,2016-02,26.41626190476,0.027615276994033322,2.800011303997585
UKR,2016-03,26.24468695652,0.13847266518629192,14.851828660768817
UKR,2016-04,25.5302,0.12120243491393691,12.885340858137152
UKR,2016-05,25.20225,0.18179198243439734,19.936467900823285
UKR,2016-06,24.92122727273,0.16120002617391946,17.491996005516008
UKR,2016-07,24.80435714286,0.1280010784647957,13.65542284301231
UKR,2016-08,25.14443478261,0.1343805546677843,14.382802592391197
UKR,2016-09,26.22279545455,0.18182468348683165,19.940390013677153
UKR,2016-10,25.75310822511,0.1628826375469928,17.689855788118813
UKR,2016-11,25.82069214876,0.10091167851896748,10.617893808672152
UKR,2016-12,26.24575,0.11209047728019715,11.861406522483042
UKR,2017-01,27.27995454545,0.1222858963300281,13.007714050744479
UKR,2017-02,27.053625,0.02384120564977261,2.412767928853521
UKR,2017-03,27.0337826087,0.029623724730613636,3.0066872334477024
UKR,2017-04,26.8197,0.04927462696506084,5.050880917501632
UKR,2017-05,26.39180434783,0.04612024433936623,4.720032329772139
UKR,2017-06,26.09997727273,0.04621450234064163,4.729903495923926
UKR,2017-07,25.95483333333,0.045338518904734254,4.638202005574521
UKR,2017-08,25.63743478261,0.01941698851732655,1.9606724281627574
UKR,2017-09,26.16404761905,-0.002242847886229442,-0.22403345822463727
UKR,2017-10,26.65697727273,0.034495600108304596,3.509747404931507
UKR,2017-11,26.71772727273,0.03415109614243067,3.4740940281613675
UKR,2017-12,27.5847585034,0.04975932088356954,5.101810782317129
UKR,2018-01,28.33587701863,0.037976574169233425,3.8706900021434176
UKR,2018-02,27.121345,0.0025000488333342128,0.250317656136656
UKR,2018-03,26.29174242424,-0.027832378007673044,-2.7448625861968723
UKR,2018-04,26.1380952381,-0.025742854276042986,-2.541433207306576
UKR,2018-05,26.16665942029,-0.008567461396675085,-0.8530865285779954
UKR,2018-06,26.23745238095,0.00525342667016736,0.5267250112268806
UKR,2018-07,26.4255,0.01797160516504121,1.8134066230569568
UKR,2018-08,27.57539130435,0.07287017601920152,7.559089035906674
UKR,2018-09,28.18975,0.07457219657455387,7.742312697348441
UKR,2018-10,28.11041304348,0.05308915093288009,5.452365269624404
UKR,2018-11,27.93913636364,0.04470115506623933,4.571530648704014
UKR,2018-12,27.73797619048,0.005539063810559698,0.5554432787987507
UKR,2019-01,27.85213043478,-0.017219280712531454,-1.7071876177749856
UKR,2019-02,27.11535,-0.00022106804348667055,-0.022104360974728454
UKR,2019-03,26.86004761905,0.021385050336438848,2.1615349246919546
UKR,2019-04,26.76020454545,0.023522041099632084,2.38008661948399
UKR,2019-05,26.37386956522,0.007887671602643,0.7918861234893715
UKR,2019-06,26.435175,0.007507639455042319,0.7535892440287295
UKR,2019-07,25.72954347826,-0.026689569697331737,-2.6336550746059673
UKR,2019-08,25.25427272727,-0.08792839725909415,-8.417354994029935
UKR,2019-09,24.65692857143,-0.13390049775147764,-12.532290738903317
UKR,2019-10,24.79054347826,-0.12567780954480537,-11.810105956411842
UKR,2019-11,24.29226190476,-0.13987058345846665,-13.052924798441667
UKR,2019-12,23.63071590909,-0.16025506850370144,-14.80735383571229
UKR,2020-01,24.21340217391,-0.1400031715016911,-13.064452176793573
UKR,2020-02,24.520725,-0.10058130986349535,-9.568842002777023
UKR,2020-03,26.47404545455,-0.01447512771395365,-1.437086672274679
UKR,2020-04,27.18575,0.01577706002887924,1.590217495637014
UKR,2020-05,26.82238095238,0.01686291837850221,1.700589995149837
UKR,2020-06,26.68347727273,0.009349035439117007,0.9392874181086253
UKR,2020-07,27.35873913043,0.06139612392248652,6.332003727724822
UKR,2020-08,27.50883333333,0.08551180688866301,8.927442220996863
UKR,2020-09,28.02354545455,0.12798712695813894,13.653837189685092
UKR,2020-10,28.33515909091,0.13364113515605186,14.298256977538415
UKR,2020-11,28.28930952381,0.15232611843892238,16.45399524639075
UKR,2020-12,28.14891304348,0.17496135346178385,19.120017995950732
UKR,2021-01,28.21942857143,0.15310440844984602,16.544665506925348
UKR,2021-02,27.89095,0.12878358511650856,13.744393773022612
UKR,2021-03,27.8037826087,0.04900724026103345,5.022795463703722
UKR,2021-04,27.93947727273,0.02734770577106983,2.772508658874595
UKR,2021-05,27.47788095238,0.024144702852263798,2.4438546345447953
UKR,2021-06,27.20047727273,0.019189974823585632,1.937528586382431
UKR,2021-07,27.18809090909,-0.006256964078393702,-0.6237430041145187
UKR,2021-08,26.73265909091,-0.028621160368023552,-2.821545476011067
UKR,2021-09,26.66563636364,-0.04966935700444243,-4.845600615069657
UKR,2021-10,26.37199206349,-0.07180086394239599,-6.928378348331876
UKR,2021-11,26.51475757576,-0.06478251030126615,-6.272871193821217
UKR,2021-12,27.21091304348,-0.03389063314932331,-3.332277870023348
UKR,2022-01,28.06807142857,-0.005378014929387143,-0.5363579297039234
UKR,2022-02,28.58755,0.024669044916308013,2.497584341874326
UKR,2022-03,29.62834782609,0.06355952335662564,6.562291336643811
UKR,2022-04,29.63657142857,0.058968475205039776,6.074180054529621
UKR,2022-05,29.6585,0.07636741024638072,7.935906889614519
UKR,2022-06,29.514,0.0816302071017051,8.505449018681134
UKR,2022-07,31.57892857143,0.1497110376115502,16.149856483200065
UKR,2022-08,36.6577173913,0.31573797133970904,37.127089627102784
UKR,2022-09,36.79170454545,0.32189669090752093,37.97422286766585
UKR,2022-10,36.8135952381,0.3335646724617652,39.59353221960655
UKR,2022-11,36.8185,0.32829896860813557,38.86040592601821
UKR,2022-12,36.91022727273,0.304870566836204,35.644942210324125
UKR,2023-01,36.84956818182,0.2722112180717366,31.286427268784365
UKR,2023-02,36.8560625,0.2540488150576463,28.923473679976077
UKR,2023-03,36.89064130435,0.2192262958319774,24.51130086931477
