country,series_id,dimensions,currency,baseline_months,eligible
ETH,256275a994727a73145ffdb576b473d45ae0fab1f3e4fdffbb975b07e775b4f2,"{""commodity"": ""Maize (white)"", ""commodity_id"": ""67"", ""currency"": ""ETB"", ""market_id"": ""3666"", ""pricetype"": ""Retail"", ""unit"": ""100 KG""}",ETB,0,False
ETH,5317003eeba00c3ac4044e6d36127bfc5d1eb2ef402776716b347700e881ca78,"{""commodity"": ""Maize (white)"", ""commodity_id"": ""67"", ""currency"": ""ETB"", ""market_id"": ""3667"", ""pricetype"": ""Retail"", ""unit"": ""100 KG""}",ETB,0,False
ETH,4b62036e9a269b3aabe98ebed0fa1a66b05f61d0134b024ff8981d9221bf101f,"{""commodity"": ""Maize (white)"", ""commodity_id"": ""67"", ""currency"": ""ETB"", ""market_id"": ""3668"", ""pricetype"": ""Retail"", ""unit"": ""100 KG""}",ETB,0,False
ETH,d486706c1371b471020e8e555d8a3b4485cffde1f7dfade3dabd916940534056,"{""commodity"": ""Maize (white)"", ""commodity_id"": ""67"", ""currency"": ""ETB"", ""market_id"": ""3669"", ""pricetype"": ""Retail"", ""unit"": ""100 KG""}",ETB,0,False
ETH,0eb21d9dfb34b9da42c0a7ff92e4185f64520142a25b31232a8f87bfdc4318a2,"{""commodity"": ""Maize (white)"", ""commodity_id"": ""67"", ""currency"": ""ETB"", ""market_id"": ""3672"", ""pricetype"": ""Retail"", ""unit"": ""100 KG""}",ETB,0,False
ETH,4e8d1c6487d72d447f0f0dabf48260b430cde8408fd814ae94cc0920eccfe330,"{""commodity"": ""Maize (white)"", ""commodity_id"": ""67"", ""currency"": ""ETB"", ""market_id"": ""3673"", ""pricetype"": ""Retail"", ""unit"": ""100 KG""}",ETB,0,False
ETH,2e72588bfef3e966f1e99b992e14c760f7f673d8ac3b5d8e26935e79e4b7bc74,"{""commodity"": ""Maize (white)"", ""commodity_id"": ""67"", ""currency"": ""ETB"", ""market_id"": ""3674"", ""pricetype"": ""Retail"", ""unit"": ""100 KG""}",ETB,0,False
ETH,f6d2d4356ea01fbcd1d2c061ba8af19e57d93d10f5131fb2e2c538cfafb4103c,"{""commodity"": ""Maize (white)"", ""commodity_id"": ""67"", ""currency"": ""ETB"", ""market_id"": ""3675"", ""pricetype"": ""Retail"", ""unit"": ""100 KG""}",ETB,0,False
ETH,0b776e3cc2efdd7f9b6d3003bfe43a448ccc439471551659cca1e565671cf6cb,"{""commodity"": ""Maize (white)"", ""commodity_id"": ""67"", ""currency"": ""ETB"", ""market_id"": ""4108"", ""pricetype"": ""Retail"", ""unit"": ""100 KG""}",ETB,0,False
ETH,0afb068524a93255b28a76d2c6ab3cf4479b8fef1d2303ccc4e0872277dc06e8,"{""commodity"": ""Maize (white)"", ""commodity_id"": ""67"", ""currency"": ""ETB"", ""market_id"": ""458"", ""pricetype"": ""Retail"", ""unit"": ""100 KG""}",ETB,5,False
