name,predictor,month,observed_days,expected_days,reporting_lag_complete,daily_mean_tons,status,transit_decline_yoy
Strait of Hormuz,hormuz_transit_decline_yoy,2024-06,30,30,True,3954267.3,eligible,0.06694761479732703
Strait of Hormuz,hormuz_transit_decline_yoy,2024-07,31,31,True,3908847.7741935486,eligible,0.03945454265272019
Strait of Hormuz,hormuz_transit_decline_yoy,2024-08,31,31,True,3561107.290322581,eligible,0.1058285342787435
Strait of Hormuz,hormuz_transit_decline_yoy,2024-09,30,30,True,3872408.566666667,eligible,0.0147418370992215
Strait of Hormuz,hormuz_transit_decline_yoy,2024-10,31,31,True,3287058.6129032257,eligible,0.11582046448876404
Strait of Hormuz,hormuz_transit_decline_yoy,2024-11,30,30,True,3269179.3666666667,eligible,-0.07941709876109138
Strait of Hormuz,hormuz_transit_decline_yoy,2024-12,31,31,True,2557780.709677419,eligible,0.1372917698001186
Strait of Hormuz,hormuz_transit_decline_yoy,2025-01,31,31,True,2615994.9032258065,eligible,0.12224406357889483
Strait of Hormuz,hormuz_transit_decline_yoy,2025-02,28,28,True,2653593.1428571427,eligible,0.07565588972876314
Strait of Hormuz,hormuz_transit_decline_yoy,2025-03,31,31,True,3218932.5483870967,eligible,0.15519011050606346
Strait of Hormuz,hormuz_transit_decline_yoy,2025-04,30,30,True,3831665.033333333,eligible,0.010822467349038467
Strait of Hormuz,hormuz_transit_decline_yoy,2025-05,31,31,True,3762261.7419354836,eligible,0.07169698321633289
Strait of Hormuz,hormuz_transit_decline_yoy,2025-06,30,30,True,3833280.433333333,eligible,0.030596532173398305
Strait of Hormuz,hormuz_transit_decline_yoy,2025-07,31,31,True,3619320.870967742,eligible,0.07406962868630518
Strait of Hormuz,hormuz_transit_decline_yoy,2025-08,31,31,True,3615497.8387096776,eligible,-0.01527349331341532
Strait of Hormuz,hormuz_transit_decline_yoy,2025-09,30,30,True,3163027.2,eligible,0.18318866784175503
Strait of Hormuz,hormuz_transit_decline_yoy,2025-10,31,31,True,3458149.193548387,eligible,-0.05204975048925253
Strait of Hormuz,hormuz_transit_decline_yoy,2025-11,30,30,True,2565088.433333333,eligible,0.21537237770200457
Strait of Hormuz,hormuz_transit_decline_yoy,2025-12,31,31,True,2244235.129032258,eligible,0.12258501264743094
Strait of Hormuz,hormuz_transit_decline_yoy,2026-01,31,31,True,2226130.129032258,eligible,0.1490311673439435
Strait of Hormuz,hormuz_transit_decline_yoy,2026-02,28,28,True,2913184.464285714,eligible,-0.09782634618548469
Strait of Hormuz,hormuz_transit_decline_yoy,2026-03,31,31,True,75905.29032258065,eligible,0.9764191112483502
Strait of Hormuz,hormuz_transit_decline_yoy,2026-04,30,30,True,175518.03333333333,eligible,0.9541927512435391
Strait of Hormuz,hormuz_transit_decline_yoy,2026-05,31,31,True,112035.70967741935,eligible,0.9702211814694788
Strait of Hormuz,hormuz_transit_decline_yoy,2026-06,30,30,True,441498.8,eligible,0.884824810582386
Strait of Hormuz,hormuz_transit_decline_yoy,2026-07,31,31,True,373462.70967741933,eligible,0.8968141474625426
Strait of Hormuz,hormuz_transit_decline_yoy,2026-08,30,31,False,,reporting lag,
