country,month,food_log_yoy,food_yoy_pct,observed_members,expected_members,member_coverage,currencies,official_currency,fx_currency_compatible,status
SOM,2021-07,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2021-08,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2021-09,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2021-10,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2021-11,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2021-12,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2022-01,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2022-02,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2022-03,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2022-04,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2022-05,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2022-06,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2022-07,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2022-08,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2022-09,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2022-10,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2022-11,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2022-12,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2023-01,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2023-02,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2023-03,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2023-04,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2023-05,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2023-06,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2023-07,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2023-08,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2023-09,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2023-10,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2023-11,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2023-12,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2024-01,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2024-02,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2024-03,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2024-04,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2024-05,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2024-06,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2024-07,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2024-08,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2024-09,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2024-10,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2024-11,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2024-12,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2025-01,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2025-02,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2025-03,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2025-04,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2025-05,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2025-06,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2025-07,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2025-08,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2025-09,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2025-10,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2025-11,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2025-12,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2026-01,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2026-02,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2026-03,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2026-04,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2026-05,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2026-06,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2026-07,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
SOM,2026-08,,,0,84,0.0,SLS;SOS,SOS,False,incomplete fixed price basket
YEM,2015-01,,,24,102,0.23529411764705882,YER,YER,True,incomplete fixed price basket
YEM,2015-02,,,24,102,0.23529411764705882,YER,YER,True,incomplete fixed price basket
YEM,2015-03,,,24,102,0.23529411764705882,YER,YER,True,incomplete fixed price basket
YEM,2015-04,,,0,102,0.0,YER,YER,True,incomplete fixed price basket
YEM,2015-05,,,14,102,0.13725490196078433,YER,YER,True,incomplete fixed price basket
YEM,2015-06,,,14,102,0.13725490196078433,YER,YER,True,incomplete fixed price basket
YEM,2015-07,,,14,102,0.13725490196078433,YER,YER,True,incomplete fixed price basket
YEM,2015-08,,,14,102,0.13725490196078433,YER,YER,True,incomplete fixed price basket
YEM,2015-09,,,14,102,0.13725490196078433,YER,YER,True,incomplete fixed price basket
YEM,2015-10,,,14,102,0.13725490196078433,YER,YER,True,incomplete fixed price basket
YEM,2015-11,,,16,102,0.1568627450980392,YER,YER,True,incomplete fixed price basket
YEM,2015-12,,,16,102,0.1568627450980392,YER,YER,True,incomplete fixed price basket
YEM,2016-01,,,16,102,0.1568627450980392,YER,YER,True,incomplete fixed price basket
YEM,2016-02,,,28,102,0.27450980392156865,YER,YER,True,incomplete fixed price basket
YEM,2016-03,,,28,102,0.27450980392156865,YER,YER,True,incomplete fixed price basket
YEM,2016-04,,,28,102,0.27450980392156865,YER,YER,True,incomplete fixed price basket
YEM,2016-05,,,26,102,0.2549019607843137,YER,YER,True,incomplete fixed price basket
YEM,2016-06,,,26,102,0.2549019607843137,YER,YER,True,incomplete fixed price basket
YEM,2016-07,,,25,102,0.24509803921568626,YER,YER,True,incomplete fixed price basket
YEM,2016-08,,,25,102,0.24509803921568626,YER,YER,True,incomplete fixed price basket
YEM,2016-09,,,25,102,0.24509803921568626,YER,YER,True,incomplete fixed price basket
YEM,2016-10,,,25,102,0.24509803921568626,YER,YER,True,incomplete fixed price basket
YEM,2016-11,,,41,102,0.4019607843137255,YER,YER,True,incomplete fixed price basket
YEM,2016-12,,,41,102,0.4019607843137255,YER,YER,True,incomplete fixed price basket
YEM,2017-01,,,41,102,0.4019607843137255,YER,YER,True,incomplete fixed price basket
YEM,2017-02,,,41,102,0.4019607843137255,YER,YER,True,incomplete fixed price basket
YEM,2017-03,,,41,102,0.4019607843137255,YER,YER,True,incomplete fixed price basket
YEM,2017-04,,,41,102,0.4019607843137255,YER,YER,True,incomplete fixed price basket
YEM,2017-05,,,31,102,0.30392156862745096,YER,YER,True,incomplete fixed price basket
YEM,2017-06,0.0,0.0,95,102,0.9313725490196079,YER,YER,True,eligible
YEM,2017-07,0.08024353105005229,8.355091383812008,101,102,0.9901960784313726,YER,YER,True,eligible
YEM,2017-08,0.09994044818848707,10.510510510510507,101,102,0.9901960784313726,YER,YER,True,eligible
YEM,2017-09,0.125163142954006,13.33333333333333,101,102,0.9901960784313726,YER,YER,True,eligible
YEM,2017-10,0.13185213110480254,14.093959731543615,101,102,0.9901960784313726,YER,YER,True,eligible
YEM,2017-11,0.1823215567939546,19.999999999999996,101,102,0.9901960784313726,YER,YER,True,eligible
YEM,2017-12,0.22314355131420976,25.0,101,102,0.9901960784313726,YER,YER,True,eligible
YEM,2018-01,0.23638877806423034,26.66666666666666,101,102,0.9901960784313726,YER,YER,True,eligible
YEM,2018-02,0.15113301533793755,16.315136476426794,101,102,0.9901960784313726,YER,YER,True,eligible
YEM,2018-03,0.17824823140631876,19.512195121951216,101,102,0.9901960784313726,YER,YER,True,eligible
YEM,2018-04,0.24846135929849972,28.205128205128215,101,102,0.9901960784313726,YER,YER,True,eligible
YEM,2018-05,0.23638877806423034,26.66666666666666,101,102,0.9901960784313726,YER,YER,True,eligible
YEM,2018-06,0.24116205681688804,27.27272727272727,101,102,0.9901960784313726,YER,YER,True,eligible
YEM,2018-07,0.2767757062300049,31.887052341597787,101,102,0.9901960784313726,YER,YER,True,eligible
YEM,2018-08,0.33308813863697234,39.527027027027025,101,102,0.9901960784313726,YER,YER,True,eligible
YEM,2018-09,0.4843923666978352,62.318840579710155,101,102,0.9901960784313726,YER,YER,True,eligible
YEM,2018-10,0.6286086594223741,87.49999999999999,99,102,0.9705882352941176,YER,YER,True,eligible
YEM,2018-11,0.5355182363563621,70.83333333333331,99,102,0.9705882352941176,YER,YER,True,eligible
YEM,2018-12,0.3074846997479607,36.00000000000001,99,102,0.9705882352941176,YER,YER,True,eligible
YEM,2019-01,0.26236426446749106,30.0,99,102,0.9705882352941176,YER,YER,True,eligible
YEM,2019-02,0.28768207245178085,33.33333333333332,99,102,0.9705882352941176,YER,YER,True,eligible
YEM,2019-03,0.28768207245178085,33.33333333333332,99,102,0.9705882352941176,YER,YER,True,eligible
YEM,2019-04,0.22314355131420976,25.0,99,102,0.9705882352941176,YER,YER,True,eligible
YEM,2019-05,0.22054276961415237,24.675324675324674,99,102,0.9705882352941176,YER,YER,True,eligible
YEM,2019-06,0.1773954085724488,19.410315841688337,92,102,0.9019607843137255,YER,YER,True,eligible
YEM,2019-07,0.20763936477824455,23.07692307692308,99,102,0.9705882352941176,YER,YER,True,eligible
YEM,2019-08,0.14378789279171164,15.463917525773185,99,102,0.9705882352941176,YER,YER,True,eligible
YEM,2019-09,-0.011552896327642271,-1.1486417873371493,98,102,0.9607843137254902,YER,YER,True,eligible
YEM,2019-10,-0.14937150990560294,-13.87509071122339,98,102,0.9607843137254902,YER,YER,True,eligible
YEM,2019-11,-0.11715842595616752,-11.055572905824445,98,102,0.9607843137254902,YER,YER,True,eligible
YEM,2019-12,0.04157817917340797,4.245465690921627,92,102,0.9019607843137255,YER,YER,True,eligible
YEM,2020-01,0.0425596144187959,4.347826086956519,99,102,0.9705882352941176,YER,YER,True,eligible
YEM,2020-02,0.023609865639133667,2.3890784982935065,99,102,0.9705882352941176,YER,YER,True,eligible
YEM,2020-03,0.0425596144187959,4.347826086956519,97,102,0.9509803921568627,YER,YER,True,eligible
YEM,2020-04,0.08961215868968714,9.375,95,102,0.9313725490196079,YER,YER,True,eligible
YEM,2020-05,0.10821358464023279,11.428571428571432,95,102,0.9313725490196079,YER,YER,True,eligible
YEM,2020-06,0.12280820358313423,13.066754216661364,88,102,0.8627450980392157,YER,YER,True,eligible
YEM,2020-07,0.17095779814363948,18.644067796610166,95,102,0.9313725490196079,YER,YER,True,eligible
YEM,2020-08,0.15415067982725836,16.666666666666675,95,102,0.9313725490196079,YER,YER,True,eligible
YEM,2020-09,0.15620804688348833,16.906939903596356,94,102,0.9215686274509803,YER,YER,True,eligible
YEM,2020-10,0.15889005180453025,17.22090573247053,94,102,0.9215686274509803,YER,YER,True,eligible
YEM,2020-11,0.16833531481921474,18.333333333333336,90,102,0.8823529411764706,YER,YER,True,eligible
YEM,2020-12,0.21671948007528524,24.199564874010797,88,102,0.8627450980392157,YER,YER,True,eligible
YEM,2021-01,0.1823215567939546,19.999999999999996,95,102,0.9313725490196079,YER,YER,True,eligible
YEM,2021-02,0.20763936477824455,23.07692307692308,95,102,0.9313725490196079,YER,YER,True,eligible
YEM,2021-03,0.2451224580329849,27.777777777777768,93,102,0.9117647058823529,YER,YER,True,eligible
YEM,2021-04,0.2324459439765233,26.16822429906542,97,102,0.9509803921568627,YER,YER,True,eligible
YEM,2021-05,0.26826398659467937,30.76923076923077,97,102,0.9509803921568627,YER,YER,True,eligible
YEM,2021-06,0.28768207245178085,33.33333333333332,97,102,0.9509803921568627,YER,YER,True,eligible
YEM,2021-07,0.22746668816236867,25.541561885631168,96,102,0.9411764705882353,YER,YER,True,eligible
YEM,2021-08,0.2814124594381855,32.49999999999999,95,102,0.9313725490196079,YER,YER,True,eligible
YEM,2021-09,0.3060108178737884,35.79969971085518,96,102,0.9411764705882353,YER,YER,True,eligible
YEM,2021-10,0.37106368139083196,44.927536231884055,96,102,0.9411764705882353,YER,YER,True,eligible
YEM,2021-11,0.47443934093944545,60.71129024396883,92,102,0.9019607843137255,YER,YER,True,eligible
YEM,2021-12,0.46277602282813135,58.84775198670267,92,102,0.9019607843137255,YER,YER,True,eligible
YEM,2022-01,0.43266261755440716,54.135610647412946,94,102,0.9215686274509803,YER,YER,True,eligible
YEM,2022-02,0.41985384556026406,52.17391304347827,95,102,0.9313725490196079,YER,YER,True,eligible
YEM,2022-03,0.4767986723785643,61.090909090909086,95,102,0.9313725490196079,YER,YER,True,eligible
YEM,2022-04,0.4216039375678392,52.44046456927123,92,102,0.9019607843137255,YER,YER,True,eligible
YEM,2022-05,0.39751795912188387,48.81265191723691,92,102,0.9019607843137255,YER,YER,True,eligible
YEM,2022-06,0.42269864331001383,52.607433395366975,92,102,0.9019607843137255,YER,YER,True,eligible
YEM,2022-07,0.4028744287371656,49.61190103141047,92,102,0.9019607843137255,YER,YER,True,eligible
YEM,2022-08,0.34240697214102755,40.83333333333334,91,102,0.8921568627450981,YER,YER,True,eligible
YEM,2022-09,0.26563541949476177,30.425946442149655,92,102,0.9019607843137255,YER,YER,True,eligible
YEM,2022-10,0.15103540495194032,16.30378346515293,92,102,0.9019607843137255,YER,YER,True,eligible
YEM,2022-11,0.027575910037539925,2.7959644600815468,92,102,0.9019607843137255,YER,YER,True,eligible
YEM,2022-12,0.0,0.0,92,102,0.9019607843137255,YER,YER,True,eligible
YEM,2023-01,0.08004270767353636,8.333333333333325,91,102,0.8921568627450981,YER,YER,True,eligible
YEM,2023-02,0.029591384756738327,3.0033560537390134,88,102,0.8627450980392157,YER,YER,True,eligible
YEM,2023-03,-0.05973256091968416,-5.798356809278892,88,102,0.8627450980392157,YER,YER,True,eligible
YEM,2023-04,-0.062412120158744394,-6.050437808810362,88,102,0.8627450980392157,YER,YER,True,eligible
YEM,2023-05,-0.050688226027125444,-4.942501112134946,88,102,0.8627450980392157,YER,YER,True,eligible
YEM,2023-06,-0.07966728743740228,-7.657647010911034,88,102,0.8627450980392157,YER,YER,True,eligible
YEM,2023-07,-0.11778303565638351,-11.111111111111116,88,102,0.8627450980392157,YER,YER,True,eligible
YEM,2023-08,-0.12565721414045306,-11.808289631180315,88,102,0.8627450980392157,YER,YER,True,eligible
YEM,2023-09,-0.11259751844427487,-10.64897908657336,88,102,0.8627450980392157,YER,YER,True,eligible
YEM,2023-10,-0.10536051565782628,-9.999999999999998,88,102,0.8627450980392157,YER,YER,True,eligible
YEM,2023-11,-0.058928530646981586,-5.722585379235409,88,102,0.8627450980392157,YER,YER,True,eligible
YEM,2023-12,-0.03348752834773223,-3.293302792081118,88,102,0.8627450980392157,YER,YER,True,eligible
YEM,2024-01,0.0,0.0,92,102,0.9019607843137255,YER,YER,True,eligible
YEM,2024-02,0.0,0.0,88,102,0.8627450980392157,YER,YER,True,eligible
YEM,2024-03,0.03209408195582861,3.2614651141208277,88,102,0.8627450980392157,YER,YER,True,eligible
YEM,2024-04,0.06001259453103658,6.184991996291664,88,102,0.8627450980392157,YER,YER,True,eligible
YEM,2024-05,0.08658274430157054,9.044159181288107,88,102,0.8627450980392157,YER,YER,True,eligible
YEM,2024-06,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2024-07,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2024-08,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2024-09,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2024-10,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2024-11,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2024-12,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2025-01,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2025-02,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2025-03,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2025-04,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2025-05,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2025-06,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2025-07,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2025-08,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2025-09,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2025-10,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2025-11,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2025-12,,,43,102,0.4215686274509804,YER,YER,True,incomplete fixed price basket
YEM,2026-01,,,0,102,0.0,YER,YER,True,incomplete fixed price basket
YEM,2026-02,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2026-03,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2026-04,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2026-05,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2026-06,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2026-07,,,44,102,0.43137254901960786,YER,YER,True,incomplete fixed price basket
YEM,2026-08,,,0,102,0.0,YER,YER,True,incomplete fixed price basket
